batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Christian Vázquez,543877,3,2024–2025,0.0,0,0.361,0.0,0.0,85.6
LaMonte Wade Jr.,664774,1,2024–2025,0.0,0,0.346,,0.5,
Joey Loperfido,694388,1,2026,0.0,0,0.251,0.0,0.5,86.4
Yordan Alvarez,670541,5,2021–2026,0.0,0,0.193,0.0,0.2,80.7
Jose Altuve,514888,6,2021,0.167,0,0.191,0.2,0.111,81.8
Christian Walker,572233,4,2023–2026,0.0,0,0.129,0.0,0.375,86.4
Jeremy Peña,665161,1,2026,0.0,0,0.101,0.0,0.0,75.8
Isaac Paredes,670623,3,2023,0.0,0,0.073,0.333,0.0,84.2
Daulton Varsho,662139,1,2025,0.0,0,0.0,,0.667,
Nick Allen,669397,1,2021,0.0,0,,0.0,0.0,
