batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Max Muncy,571970,3,2023–2024,0.333,1,0.556,0.333,0.0,91.1
Freddie Freeman,518692,5,2023–2025,0.6,1,0.47,0.6,0.091,88.2
Kyle Tucker,663656,10,2023–2024,0.1,1,0.436,0.4,0.053,92.1
Shohei Ohtani,660271,9,2023–2025,0.444,0,0.313,0.8,0.3,99.2
Mookie Betts,605141,7,2023–2025,0.143,0,0.242,0.2,0.0,92.1
Teoscar Hernández,606192,4,2024–2025,0.25,0,0.228,0.667,0.273,91.7
Miguel Rojas,500743,2,2023,0.0,0,0.149,0.0,0.0,79.4
Enrique Hernández,571771,2,2025,0.0,0,0.131,0.0,0.5,66.2
Andy Pages,681624,2,2025,0.0,0,0.099,0.0,0.5,94.3
Tommy Edman,669242,2,2024,0.0,0,0.006,0.0,0.4,91.2
