batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Tristan Peters,671976,2,2026,0.0,0,0.476,0.5,0.0,96.7
Chase Meidroth,805367,10,2025–2026,0.2,0,0.414,0.222,0.125,84.4
Randal Grichuk,545341,3,2023,0.333,0,0.392,0.333,0.167,84.1
Miguel Vargas,678246,9,2025–2026,0.222,0,0.369,0.286,0.071,90.9
Kyle Teel,691019,8,2025–2026,0.125,0,0.348,0.167,0.238,78.2
Andrew Benintendi,643217,16,2023–2026,0.25,0,0.301,0.2,0.2,83.6
Colson Montgomery,695657,11,2025–2026,0.0,0,0.299,0.571,0.238,92.8
Sam Antonacci,803011,5,2026,0.4,1,0.293,0.4,0.154,89.8
Braden Montgomery,695731,2,2026,0.0,0,0.148,0.0,0.0,76.9
Jacob Gonzalez,694378,2,2026,0.0,0,0.012,0.0,0.0,88.2
Luisangel Acuña,682668,1,2026,0.0,0,,0.0,0.333,85.5
