batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Corbin Carroll,682998,6,2024–2025,0.333,1,0.631,0.667,0.077,97.6
Geraldo Perdomo,672695,4,2023–2025,0.25,0,0.346,0.333,0.2,81.1
Max Kepler,596146,6,2021–2025,0.333,0,0.325,0.6,0.4,96.9
James McCann,543510,3,2019,0.667,0,0.288,0.0,0.571,75.7
Nolan Arenado,571448,9,2020–2025,0.111,0,0.26,0.286,0.286,91.4
Lourdes Gurriel Jr.,666971,10,2021–2025,0.2,1,0.255,0.375,0.176,88.0
Ketel Marte,606466,11,2021–2025,0.364,0,0.231,0.5,0.333,98.8
Gabriel Moreno,672515,4,2024–2025,0.0,0,0.214,1.0,0.111,97.9
Pavin Smith,656976,4,2020–2025,0.25,0,0.188,0.0,0.333,70.7
Jorge Barrosa,678489,1,2024,0.0,0,,,0.5,
