batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Michael Massey,686681,1,2025,1.0,1,1.521,1.0,0.0,105.1
Carter Jensen,695600,2,2025,1.0,0,0.732,1.0,0.167,106.2
Isaac Collins,686555,2,2025,0.0,0,0.475,0.5,0.0,97.8
Salvador Perez,521692,6,2024–2025,0.5,2,0.443,0.5,0.111,92.6
Vinnie Pasquantino,686469,6,2024–2025,0.167,0,0.366,0.5,0.0,85.9
Luke Maile,571912,1,2018,0.0,0,0.36,,0.429,
Kyle Isbel,664728,2,2025,1.0,0,0.288,0.5,0.0,91.1
Nick Loftin,679845,3,2024–2025,0.0,0,0.229,0.0,0.0,72.2
Bobby Witt Jr.,677951,6,2024–2025,0.167,0,0.087,0.25,0.312,88.4
John Rave,670231,3,2025,0.0,0,0.022,0.0,0.429,88.0
Jac Caglianone,695506,1,2025,0.0,0,0.0,,0.5,
