batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Luis Campusano,669134,4,2024,0.25,1,0.574,0.667,0.125,96.6
Freddy Fermin,666023,7,2024–2025,0.286,0,0.321,0.6,0.25,92.1
Manny Machado,592518,14,2017–2025,0.214,1,0.309,0.3,0.174,89.8
Austin Hays,669720,16,2020–2026,0.25,1,0.306,0.455,0.25,89.3
Xander Bogaerts,593428,25,2018–2025,0.16,0,0.24,0.294,0.309,80.4
Jake Cronenworth,630105,10,2024–2025,0.1,0,0.161,0.167,0.217,81.0
Jackson Merrill,701538,9,2024–2025,0.0,0,0.15,0.6,0.318,89.4
Fernando Tatis Jr.,665487,10,2024–2025,0.1,0,0.149,0.5,0.478,89.8
Ty France,664034,9,2023–2025,0.111,0,0.112,0.333,0.455,86.5
Dustin Harris,687957,2,2025,0.0,0,0.0,,0.4,
Samad Taylor,669392,2,2023,0.0,0,0.0,,0.429,
