batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Ronald Acuña Jr.,660670,12,2019–2025,0.5,1,0.596,0.438,0.147,91.0
Matt Olson,621566,10,2022–2025,0.5,1,0.496,0.6,0.257,94.6
Sandy León,506702,1,2020–2021,0.0,0,0.464,,0.333,
Mike Yastrzemski,573262,7,2021–2025,0.143,0,0.313,0.5,0.25,86.0
Ozzie Albies,645277,11,2019–2024,0.182,1,0.306,0.455,0.115,89.3
Austin Riley,663586,8,2019–2023,0.375,0,0.306,0.429,0.261,86.5
Mauricio Dubón,643289,7,2019–2025,0.429,0,0.277,0.333,0.087,85.9
Michael Harris II,671739,12,2022–2025,0.25,1,0.259,0.222,0.417,85.6
Jorge Mateo,622761,5,2022–2024,0.4,0,0.151,0.2,0.0,79.1
Ha-Seong Kim,673490,11,2021–2025,0.0,0,0.08,0.143,0.333,84.5
Austin Wynns,642851,3,2021–2022,0.0,0,0.023,0.5,0.167,82.4
Dominic Smith,642086,3,2023,0.0,0,0.008,0.0,0.286,87.2
