batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Rhys Hoskins,656555,10,2018–2025,0.2,2,0.588,0.625,0.391,100.2
Austin Hedges,595978,2,2023,0.5,0,0.454,0.0,0.167,75.4
Brayan Rocchio,677587,8,2024–2025,0.375,0,0.443,0.222,0.133,86.0
Steven Kwan,680757,13,2023–2025,0.231,0,0.333,0.111,0.042,81.2
Angel Martínez,682657,8,2024–2025,0.25,1,0.301,0.375,0.091,86.1
Patrick Bailey,672275,5,2023–2025,0.2,0,0.296,0.5,0.111,86.1
José Ramírez,608070,19,2018–2025,0.316,2,0.282,0.5,0.172,91.8
Chase DeLauter,800050,2,2025,0.5,0,0.239,0.5,0.333,90.6
David Fry,681807,2,2024,0.0,0,0.184,0.0,0.5,76.1
Daniel Schneemann,682177,8,2024–2025,0.0,0,0.151,0.25,0.429,76.5
Kyle Manzardo,700932,8,2024–2025,0.0,0,0.123,0.667,0.5,88.3
