batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Andrés Giménez,665926,5,2025–2026,0.4,0,0.571,0.5,0.231,96.5
Davis Schneider,676914,1,2025,0.0,0,0.519,0.0,0.0,90.8
Vladimir Guerrero Jr.,665489,18,2021–2026,0.278,1,0.405,0.625,0.2,96.4
Nathan Lukes,664770,9,2024–2025,0.222,0,0.364,0.375,0.118,90.2
Kazuma Okamoto,672960,3,2026,0.333,0,0.336,0.5,0.429,96.5
Josh Smith,669701,3,2025,0.333,0,0.31,0.0,0.0,81.2
Ernie Clement,676391,11,2024–2026,0.273,0,0.284,0.333,0.227,89.9
Myles Straw,664702,2,2026,0.0,0,0.277,0.5,0.0,89.2
Brandon Valenzuela,678218,2,2026,0.0,0,0.251,0.0,0.333,83.7
George Springer,543807,15,2021–2026,0.067,0,0.246,0.364,0.185,82.3
Alejandro Kirk,672386,4,2021–2025,0.25,0,0.209,0.667,0.071,91.9
