batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Elly De La Cruz,682829,2,2026,0.5,1,0.9,1.0,0.0,109.3
Sal Stewart,701398,4,2025–2026,0.5,2,0.72,0.75,0.231,94.6
Ke'Bryan Hayes,663647,14,2021–2026,0.5,1,0.569,0.462,0.056,92.6
Eugenio Suárez,553993,3,2026,1.0,1,0.485,0.667,0.25,96.4
Matt McLain,680574,1,2026,0.0,0,0.466,,0.333,
Tyler Stephenson,663886,2,2026,0.0,0,0.349,,0.8,
JJ Bleday,668709,4,2025–2026,0.0,0,0.083,0.333,0.143,82.1
Oswaldo Cabrera,665828,2,2023,0.0,0,0.0,,0.375,
Dane Myers,667472,0,2026,,0,,,0.0,
Jose Trevino,624431,2,2025,0.0,0,,0.5,0.0,84.4
Juan Brito,682877,2,2025,0.5,1,,1.0,0.0,104.8
