batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Riley Greene,682985,4,2025–2026,0.5,1,0.673,1.0,0.455,102.8
Ben Malgeri,701162,1,2026,0.0,0,0.377,0.0,0.667,81.9
Hao-Yu Lee,701678,4,2026,0.25,0,0.341,0.333,0.25,93.9
Gleyber Torres,650402,5,2025–2026,0.2,0,0.324,0.5,0.214,89.9
Eduardo Valencia,680664,3,2026,0.333,1,0.32,0.5,0.5,97.5
Dillon Dingler,693307,7,2025–2026,0.143,0,0.265,0.167,0.091,93.0
Javier Báez,595879,4,2025–2026,0.5,0,0.249,0.25,0.333,84.2
Spencer Torkelson,679529,7,2025–2026,0.286,1,0.15,0.333,0.25,74.0
Max Clark,703601,2,2026,0.0,0,0.144,0.0,0.0,50.3
Kevin McGonigle,805808,6,2026,0.0,0,0.029,1.0,0.25,97.1
