batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Nathan Church,701675,2,2026,0.0,0,0.602,0.5,0.0,69.4
José Fermín,665877,2,2026,0.0,0,0.406,0.5,0.0,96.0
Iván Herrera,671056,6,2024–2026,0.333,0,0.389,0.4,0.105,92.2
Everson Pereira,677592,1,2025,0.0,0,0.347,0.0,0.5,89.6
Jordan Walker,691023,7,2023–2026,0.429,1,0.338,0.333,0.294,87.2
Alec Burleson,676475,12,2023–2026,0.333,0,0.272,0.444,0.13,87.8
Masyn Winn,691026,14,2023–2026,0.286,0,0.205,0.222,0.162,82.4
JJ Wetherholt,802139,4,2026,0.0,0,0.198,0.25,0.0,76.8
Pedro Pagés,686780,6,2025–2026,0.167,0,0.17,0.25,0.2,78.3
Blaze Jordan,691458,3,2026,0.0,0,0.003,0.0,0.25,87.4
