batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Pete Crow-Armstrong,691718,3,2026,0.333,1,0.551,0.5,0.2,95.2
Carson Kelly,608348,2,2026,0.5,0,0.398,0.5,0.0,91.6
Alex Bregman,608324,3,2026,0.333,0,0.331,0.333,0.0,97.0
Gabriel Arias,672356,2,2025,0.5,0,0.218,0.0,0.2,91.2
Nico Hoerner,663538,3,2026,0.0,0,0.207,0.667,0.286,83.9
Michael Conforto,624424,2,2026,0.0,0,0.206,0.0,0.0,78.0
Seiya Suzuki,673548,3,2026,0.0,0,0.064,0.0,0.4,85.4
Michael Busch,683737,3,2026,0.0,0,0.058,1.0,0.667,98.6
Ian Happ,664023,3,2026,0.0,0,0.018,0.0,0.429,77.9
Pedro Ramírez,699393,2,2026,0.0,0,0.0,,0.125,
