batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
George Springer,543807,8,2026,0.625,3,0.645,0.5,0.136,89.6
Alejandro Kirk,672386,3,2026,0.667,0,0.53,1.0,0.333,101.6
Kazuma Okamoto,672960,7,2026,0.429,1,0.497,0.75,0.333,102.1
Ernie Clement,676391,10,2024–2026,0.2,1,0.37,0.222,0.125,78.7
Brandon Valenzuela,678218,2,2026,0.0,0,0.37,1.0,0.167,106.3
Andrés Giménez,665926,5,2023–2026,0.2,0,0.286,0.2,0.0,73.6
Josh Smith,669701,3,2023–2024,0.667,0,0.226,0.5,0.667,62.8
Vladimir Guerrero Jr.,665489,9,2024–2026,0.222,0,0.211,0.375,0.067,92.7
Myles Straw,664702,5,2023–2026,0.2,0,0.167,0.667,0.286,90.1
Nathan Lukes,664770,2,2026,0.0,0,0.025,0.0,0.667,59.2
Jesús Sánchez,660821,2,2026,0.5,0,,0.0,0.0,71.5
