batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Brandon Nimmo,607043,10,2023–2026,0.2,2,0.464,0.75,0.2,96.7
Austin Wynns,642851,3,2025–2026,0.333,1,0.402,0.5,0.5,84.0
Joc Pederson,592626,13,2023–2026,0.308,0,0.329,0.6,0.351,93.1
Josh Smith,669701,21,2022–2026,0.19,0,0.265,0.333,0.22,88.1
Alejandro Osuna,696030,4,2025–2026,0.5,0,0.258,0.5,0.143,89.9
Wyatt Langford,694671,13,2024–2026,0.154,0,0.258,0.222,0.188,84.8
Jake Burger,669394,12,2022–2026,0.333,0,0.253,0.556,0.276,95.0
Nicky Lopez,670032,9,2021–2024,0.444,0,0.2,0.083,0.1,70.6
Ezequiel Duran,677649,11,2022–2026,0.091,0,0.146,0.25,0.304,83.7
Evan Carter,694497,16,2023–2026,0.25,2,0.116,0.364,0.256,81.5
Cam Cauley,695508,1,2026,1.0,1,,1.0,0.0,112.9
