batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Freddie Freeman,518692,12,2016–2026,0.333,2,0.454,0.545,0.263,88.9
Mookie Betts,605141,11,2015–2025,0.273,1,0.435,0.273,0.038,84.4
Teoscar Hernández,606192,20,2017–2026,0.25,1,0.368,0.231,0.357,86.7
Alex Call,669743,2,2023–2024,0.0,0,0.3,1.0,0.2,97.2
Max Muncy,571970,7,2019–2026,0.143,0,0.246,0.5,0.625,92.2
Shohei Ohtani,660271,11,2019–2026,0.273,0,0.243,0.5,0.158,85.8
Miguel Rojas,500743,10,2016–2026,0.1,0,0.231,0.222,0.273,89.4
Kyle Tucker,663656,12,2021–2026,0.083,0,0.229,0.125,0.324,82.7
Tommy Edman,669242,8,2023–2025,0.25,0,0.212,0.286,0.2,90.5
Enrique Hernández,571771,12,2016–2025,0.333,0,0.134,0.25,0.321,89.6
Alek Thomas,677950,2,2024,0.0,0,0.0,,1.0,
Ben Rortvedt,666163,2,2025,0.0,0,,0.0,0.4,
