batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Matt Olson,621566,24,2022–2025,0.208,4,0.44,0.462,0.442,95.7
Ronald Acuña Jr.,660670,23,2020–2025,0.304,1,0.421,0.562,0.259,94.5
Kyle Farmer,571657,7,2022–2025,0.429,0,0.338,0.4,0.118,85.6
Ha-Seong Kim,673490,3,2022–2023,0.333,0,0.323,0.0,0.429,71.8
Austin Riley,663586,26,2020–2025,0.346,0,0.319,0.389,0.25,92.5
Sean Murphy,669221,11,2023–2025,0.182,0,0.31,0.111,0.278,81.3
Dominic Smith,642086,5,2023,0.4,0,0.283,0.333,0.143,94.7
Ozzie Albies,645277,20,2020–2025,0.15,0,0.277,0.333,0.139,83.2
Michael Harris II,671739,18,2022–2025,0.167,0,0.228,0.727,0.333,95.4
Mike Yastrzemski,573262,3,2022,0.0,0,0.152,0.5,0.25,75.3
