batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Dansby Swanson,621020,4,2025–2026,0.5,0,0.648,0.333,0.125,86.9
Nico Hoerner,663538,5,2025–2026,0.4,0,0.494,0.4,0.143,83.1
Michael Conforto,624424,5,2025–2026,0.6,0,0.448,0.5,0.25,91.5
Pete Crow-Armstrong,691718,6,2025–2026,0.5,1,0.405,0.286,0.154,78.3
Alex Bregman,608324,2,2026,0.0,0,0.375,0.0,0.091,86.9
Seiya Suzuki,673548,6,2025–2026,0.0,0,0.289,0.286,0.1,96.1
Pedro Ramírez,699393,2,2026,0.5,0,0.279,0.5,0.0,95.5
Ian Happ,664023,7,2025–2026,0.286,1,0.271,0.143,0.118,86.7
Michael Busch,683737,7,2025–2026,0.0,0,0.235,0.5,0.261,88.7
Carson Kelly,608348,6,2025–2026,0.333,0,0.118,0.0,0.286,76.3
Matt Shaw,807713,1,2026,0.0,0,,1.0,0.0,99.5
Moisés Ballesteros,694208,1,2026,0.0,0,,1.0,0.0,95.0
