batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Ronald Acuña Jr.,660670,5,2022,0.6,1,0.611,0.75,0.0,95.0
Michael Harris II,671739,6,2022–2025,0.333,0,0.492,0.5,0.118,92.8
Lane Thomas,657041,5,2023–2026,0.4,0,0.417,0.333,0.143,88.8
Ha-Seong Kim,673490,8,2022–2024,0.5,0,0.4,0.429,0.0,87.1
Austin Riley,663586,8,2021–2025,0.375,1,0.327,0.333,0.333,90.2
Matt Olson,621566,8,2022–2025,0.25,1,0.326,0.429,0.267,89.7
Ozzie Albies,645277,7,2021–2025,0.429,1,0.316,0.429,0.0,89.6
Mike Yastrzemski,573262,15,2022–2024,0.333,0,0.287,0.545,0.12,94.1
Sean Murphy,669221,3,2025,0.333,0,0.185,1.0,0.8,107.2
Dominic Smith,642086,5,2023–2024,0.4,0,0.15,0.0,0.182,83.8
