batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Christian Vázquez,543877,7,2021–2023,0.429,0,0.382,0.429,0.118,90.9
LaMonte Wade Jr.,664774,11,2020–2024,0.182,1,0.365,0.4,0.167,87.5
Cam Smith,701358,2,2025,0.5,0,0.358,0.0,0.5,76.1
Jose Altuve,514888,14,2019–2026,0.429,1,0.344,0.353,0.159,87.6
Isaac Paredes,670623,11,2020–2026,0.182,0,0.295,0.222,0.258,90.6
Yordan Alvarez,670541,12,2019–2026,0.167,0,0.293,0.636,0.312,93.8
Yainer Diaz,673237,7,2023–2026,0.0,0,0.235,0.429,0.125,85.9
Nick Allen,669397,8,2022–2025,0.375,0,0.227,0.25,0.19,85.1
Christian Walker,572233,11,2022–2026,0.0,0,0.207,0.333,0.444,91.7
Jeremy Peña,665161,14,2022–2026,0.286,0,0.207,0.2,0.312,89.9
Daulton Varsho,662139,6,2022–2025,0.0,0,0.127,0.25,0.3,83.7
