date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
2026-08-02 00:00:00,,@,W 1-0,6.1,7,0,0,0,1,3,89
2026-07-28 00:00:00,,vs,L 0-1,5.1,5,3,3,0,1,7,97
2026-07-22 00:00:00,,@,W 1-0,5.0,5,2,2,1,2,4,79
2026-07-17 00:00:00,,@,ND,4.0,2,2,2,1,3,5,83
2026-07-09 00:00:00,,vs,L 0-1,5.1,4,2,2,1,2,4,92
2026-07-03 00:00:00,,@,ND,4.0,1,1,1,0,2,2,48
2026-06-28 00:00:00,,vs,L 0-1,3.2,7,5,3,0,1,2,73
2026-06-22 00:00:00,,vs,ND,6.0,3,0,0,0,2,8,101
2026-06-17 00:00:00,,@,L 0-1,4.0,6,4,4,1,1,2,86
2026-06-12 00:00:00,,vs,W 1-0,5.0,4,2,2,0,1,7,89
2026-06-05 00:00:00,,@,ND,4.0,7,6,6,2,2,4,87
2026-05-30 00:00:00,,vs,W 1-0,5.0,6,1,1,1,1,3,84
2026-05-25 00:00:00,,vs,W 1-0,6.0,5,1,1,1,1,5,94
2026-05-19 00:00:00,,@,ND,5.1,1,1,1,0,3,5,89
2026-05-14 00:00:00,,vs,W 1-0,6.0,6,2,2,0,2,4,97
2026-05-09 00:00:00,,vs,W 1-0,5.0,3,1,0,0,2,5,88
2026-05-03 00:00:00,,@,ND,5.0,7,3,2,2,1,5,86
2026-04-27 00:00:00,,vs,ND,4.0,7,4,4,0,2,2,90
2026-04-22 00:00:00,,@,L 0-1,3.2,8,8,8,2,3,1,92
2026-04-16 00:00:00,,vs,ND,2.2,4,1,1,0,1,1,71
2026-04-09 00:00:00,,@,W 1-0,5.2,3,0,0,0,2,6,100
2026-04-04 00:00:00,,vs,ND,4.1,3,2,2,1,2,0,76
2026-03-29 00:00:00,,@,ND,4.2,3,2,2,1,4,5,92
