date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
2026-08-03 00:00:00,,vs,W 1-0,6.2,5,1,0,0,1,3,90
2026-07-28 00:00:00,,@,ND,7.0,6,0,0,0,1,4,101
2026-07-23 00:00:00,,@,W 1-0,6.0,7,2,2,0,2,1,87
2026-07-18 00:00:00,,vs,W 1-0,5.1,6,2,2,0,0,3,87
2026-07-11 00:00:00,,@,W 1-0,5.1,6,2,2,0,0,2,77
2026-07-06 00:00:00,,@,W 1-0,5.0,4,0,0,0,0,6,72
2026-06-30 00:00:00,,vs,W 1-0,5.1,3,1,1,1,1,2,66
2026-06-03 00:00:00,,vs,ND,1.0,3,2,2,0,2,1,37
2026-05-29 00:00:00,,@,ND,1.2,3,1,1,1,0,3,31
2026-05-23 00:00:00,,vs,ND,1.2,2,1,1,1,0,0,23
2026-05-20 00:00:00,,vs,ND,1.0,0,0,0,0,0,0,9
2026-05-17 00:00:00,,@,ND,0.1,2,4,2,0,1,0,16
2026-05-12 00:00:00,,@,ND,3.0,2,0,0,0,0,5,39
2026-05-03 00:00:00,,@,ND,2.1,4,2,2,0,3,1,52
2026-04-30 00:00:00,,@,ND,1.0,1,1,1,1,0,2,15
2026-04-25 00:00:00,,vs,ND,3.0,2,4,4,1,3,5,56
2026-04-19 00:00:00,,vs,ND,6.1,4,1,1,0,2,3,84
2026-04-11 00:00:00,,@,L 0-1,6.0,5,4,3,2,3,6,101
2026-04-05 00:00:00,,vs,ND,4.2,6,3,3,1,2,2,79
2026-03-31 00:00:00,,vs,ND,6.0,6,5,5,0,1,3,85
