date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/27,,vs,ND,1.2,1,0,0,0,0,1,26
7/24,,vs,L 0-1,1.0,2,2,1,0,2,2,23
7/22,,@,ND,1.0,1,0,0,0,0,0,13
7/18,,@,ND,0.2,2,0,0,0,0,1,14
7/11,,vs,W 1-0,1.0,1,0,0,0,0,0,18
7/9,,vs,ND,2.0,0,0,0,0,1,2,31
7/4,,@,ND,1.0,0,0,0,0,3,1,26
7/1,,@,ND,1.1,2,0,0,0,1,4,37
6/29,,@,ND,0.1,1,0,0,0,1,1,16
6/27,,vs,ND,2.0,3,0,0,0,0,2,26
6/25,,vs,ND,0.1,0,0,0,0,2,0,13
6/21,,@,W 1-0,2.0,0,0,0,0,1,3,28
6/19,,@,ND,1.1,0,0,0,0,0,0,6
6/16,,@,ND,0.2,0,0,0,0,1,0,5
6/13,,vs,W 1-0,1.0,1,0,0,0,1,3,23
6/11,,vs,ND,2.0,0,0,0,0,2,1,35
6/6,,@,ND,2.0,0,0,0,0,0,2,23
6/3,,@,ND,2.1,2,2,2,1,0,2,40
5/30,,vs,W 1-0,1.0,0,0,0,0,0,1,13
5/28,,vs,ND,1.0,1,1,1,0,1,1,20
5/27,,vs,L 0-1,0.1,3,4,4,1,0,0,15
5/24,,@,ND,0.1,1,0,0,0,1,0,16
5/23,,@,ND,1.2,2,1,1,1,0,1,19
5/20,,@,ND,1.0,1,0,0,0,1,1,24
5/17,,vs,ND,1.0,0,0,0,0,0,3,18
5/16,,vs,ND,1.0,2,0,0,0,0,3,13
5/14,,vs,ND,1.0,0,0,0,0,1,1,11
5/10,,@,ND,2.0,1,2,1,0,3,2,34
5/5,,@,ND,0.1,2,5,5,0,1,0,29
5/2,,vs,ND,2.0,2,1,1,0,0,2,15
4/30,,vs,ND,1.0,1,0,0,0,0,1,16
4/29,,vs,ND,1.0,1,0,0,0,1,2,16
4/25,,@,ND,1.0,0,0,0,0,0,2,15
4/23,,@,ND,1.0,1,0,0,0,0,1,10
4/18,,vs,L 0-1,3.0,4,3,1,1,2,1,44
4/16,,vs,ND,1.0,1,1,1,0,1,2,17
4/14,,vs,ND,2.0,0,0,0,0,0,2,26
4/11,,@,W 1-0,2.0,0,0,0,0,3,2,32
4/7,,vs,ND,1.0,0,0,0,0,0,2,12
4/6,,vs,ND,1.2,2,1,1,0,0,0,27
4/3,,vs,ND,0.1,2,1,1,0,1,0,19
3/31,,@,W 1-0,0.2,0,0,0,0,0,2,10
3/29,,@,ND,1.2,0,0,0,0,1,2,22
3/26,,@,ND,2.1,1,0,0,0,1,3,37
