date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
2026-08-02 00:00:00,,@,ND,6.0,7,3,3,0,4,2,94
2026-07-28 00:00:00,,vs,ND,6.0,3,2,2,0,3,10,102
2026-07-23 00:00:00,,@,ND,7.0,2,1,1,1,3,5,109
2026-07-18 00:00:00,,@,L 0-1,5.0,7,5,5,1,3,6,94
2026-07-12 00:00:00,,vs,W 1-0,7.0,6,2,2,2,2,6,99
2026-07-07 00:00:00,,vs,W 1-0,7.0,3,1,1,1,0,10,101
2026-07-01 00:00:00,,@,W 1-0,5.0,4,1,1,0,3,11,97
2026-06-26 00:00:00,,vs,ND,7.0,3,2,2,0,3,7,99
2026-06-20 00:00:00,,@,W 1-0,5.0,3,2,2,1,2,4,91
2026-06-14 00:00:00,,vs,ND,6.2,5,4,4,2,1,7,101
2026-06-09 00:00:00,,@,L 0-1,4.1,7,5,5,3,3,3,89
2026-06-03 00:00:00,,vs,L 0-1,4.2,7,4,4,0,5,5,104
2026-05-29 00:00:00,,@,ND,4.0,5,4,4,1,2,6,87
2026-05-23 00:00:00,,@,W 1-0,5.0,3,1,1,0,2,7,73
2026-05-05 00:00:00,,@,W 1-0,6.0,4,2,2,0,2,8,96
2026-04-29 00:00:00,,vs,ND,7.0,4,2,2,1,2,7,114
2026-04-24 00:00:00,,@,L 0-1,6.1,7,6,6,4,3,3,93
2026-04-18 00:00:00,,vs,ND,6.0,5,2,2,0,2,5,99
2026-04-12 00:00:00,,@,W 1-0,5.0,5,1,1,0,4,7,106
2026-04-07 00:00:00,,vs,W 1-0,6.1,6,1,1,0,0,10,104
2026-04-02 00:00:00,,@,W 1-0,6.0,5,0,0,0,1,3,100
2026-03-28 00:00:00,,@,ND,4.1,3,1,1,0,3,9,92
