date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
2026-08-01 00:00:00,,vs,L 0-1,8.0,4,3,3,2,1,3,96
2026-07-25 00:00:00,,@,W 1-0,6.0,5,1,1,0,3,5,100
2026-07-19 00:00:00,,@,W 1-0,9.0,4,2,2,1,0,7,102
2026-07-11 00:00:00,,vs,L 0-1,6.0,5,6,6,1,4,6,103
2026-07-04 00:00:00,,vs,W 1-0,7.0,3,0,0,0,2,10,100
2026-06-27 00:00:00,,@,W 1-0,6.0,5,2,2,1,2,4,89
2026-06-20 00:00:00,,vs,L 0-1,6.0,6,3,3,0,2,6,102
2026-06-13 00:00:00,,@,W 1-0,8.1,1,1,1,1,0,7,109
2026-06-06 00:00:00,,vs,W 1-0,8.0,2,1,1,0,0,4,93
2026-05-31 00:00:00,,vs,W 1-0,5.1,4,0,0,0,2,10,104
2026-05-24 00:00:00,,@,W 1-0,7.0,7,1,1,0,1,3,92
2026-05-18 00:00:00,,@,L 0-1,7.0,3,1,1,1,2,8,107
2026-05-12 00:00:00,,vs,L 0-1,6.1,6,5,5,3,0,8,93
2026-05-04 00:00:00,,@,W 1-0,6.0,5,3,3,1,1,8,95
2026-04-27 00:00:00,,vs,ND,5.0,5,4,3,1,4,4,87
2026-04-21 00:00:00,,@,L 0-1,7.0,6,3,3,0,2,7,101
2026-04-14 00:00:00,,vs,ND,7.2,4,1,1,1,1,7,104
2026-04-07 00:00:00,,@,W 1-0,6.0,5,1,1,0,1,6,97
2026-04-01 00:00:00,,vs,L 0-1,6.0,4,2,2,1,1,2,87
2026-03-26 00:00:00,,vs,W 1-0,6.0,5,2,2,1,0,6,95
