date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
2026-08-02 00:00:00,,vs,L 0-1,5.0,4,3,1,1,0,8,82
2026-07-28 00:00:00,,vs,L 0-1,5.2,5,2,1,0,3,10,93
2026-07-22 00:00:00,,@,W 1-0,6.0,3,1,1,0,1,5,83
2026-07-17 00:00:00,,@,L 0-1,5.0,8,7,7,1,1,6,85
2026-07-11 00:00:00,,vs,W 1-0,5.0,4,1,1,0,3,3,69
2026-07-06 00:00:00,,vs,L 0-1,5.0,1,3,3,1,2,10,81
2026-06-30 00:00:00,,@,W 1-0,6.0,5,3,3,2,0,5,71
2026-06-24 00:00:00,,vs,W 1-0,5.0,5,2,0,0,2,7,88
2026-06-19 00:00:00,,vs,W 1-0,5.0,4,2,2,2,0,5,69
2026-06-13 00:00:00,,@,L 0-1,5.0,5,1,0,0,0,5,63
2026-06-07 00:00:00,,@,ND,5.0,3,0,0,0,2,4,62
2026-06-01 00:00:00,,vs,L 0-1,4.0,7,6,6,3,1,5,72
2026-05-26 00:00:00,,@,L 0-1,2.0,4,3,1,0,0,3,38
2026-05-19 00:00:00,,vs,ND,5.0,3,1,1,1,1,6,62
2026-05-13 00:00:00,,@,ND,5.0,4,0,0,0,4,1,66
2026-05-07 00:00:00,,@,ND,4.0,4,3,2,0,1,3,59
2026-05-02 00:00:00,,vs,ND,2.2,1,0,0,0,1,2,45
2026-04-26 00:00:00,,vs,ND,2.1,1,0,0,0,1,2,31
2026-04-21 00:00:00,,vs,ND,1.1,1,2,2,1,1,3,29
2026-04-18 00:00:00,,@,W 1-0,1.0,0,0,0,0,1,2,13
2026-04-17 00:00:00,,@,ND,0.2,1,1,1,1,0,0,14
2026-04-16 00:00:00,,@,ND,0.2,1,0,0,0,1,1,22
2026-04-11 00:00:00,,vs,ND,0.1,0,0,0,0,1,1,8
2026-04-10 00:00:00,,vs,ND,1.0,0,0,0,0,0,2,13
2026-04-05 00:00:00,,@,ND,2.0,2,0,0,0,1,0,30
2026-04-01 00:00:00,,@,L 0-1,0.0,3,5,3,0,1,0,20
2026-03-30 00:00:00,,@,ND,1.0,0,0,0,0,0,1,15
2026-03-28 00:00:00,,@,L 0-1,0.1,1,2,1,0,1,0,9
2026-03-26 00:00:00,,@,ND,0.2,1,1,1,1,0,0,14
