date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
2026-08-01 00:00:00,,@,L 0-1,3.1,7,5,5,0,5,3,91
2026-07-26 00:00:00,,vs,ND,5.0,7,1,1,0,0,4,90
2026-07-20 00:00:00,,vs,L 0-1,4.2,7,5,5,0,2,6,97
2026-07-07 00:00:00,,vs,ND,5.0,5,2,2,0,2,7,80
2026-06-30 00:00:00,,@,W 1-0,7.0,4,2,2,1,0,9,96
2026-06-24 00:00:00,,@,L 0-1,6.0,4,2,2,0,2,8,91
2026-06-19 00:00:00,,vs,W 1-0,6.0,6,6,6,2,3,9,106
2026-06-13 00:00:00,,@,ND,6.0,6,2,2,0,0,5,90
2026-06-07 00:00:00,,vs,W 1-0,6.0,3,0,0,0,2,6,87
2026-06-01 00:00:00,,@,W 1-0,5.0,4,0,0,0,1,8,91
2026-05-27 00:00:00,,vs,ND,6.0,4,2,2,1,1,6,97
2026-05-22 00:00:00,,@,L 0-1,3.0,6,6,6,2,3,3,65
2026-05-16 00:00:00,,@,L 0-1,6.0,5,4,4,4,0,4,94
2026-05-10 00:00:00,,vs,W 1-0,7.0,3,0,0,0,0,10,94
2026-05-05 00:00:00,,@,L 0-1,6.1,7,6,6,2,1,7,94
2026-04-28 00:00:00,,vs,L 0-1,6.0,3,1,1,0,0,5,93
2026-04-23 00:00:00,,vs,W 1-0,5.2,5,1,1,1,1,10,89
2026-04-17 00:00:00,,@,ND,4.0,4,0,0,0,2,3,88
2026-04-12 00:00:00,,@,W 1-0,6.0,4,1,1,1,3,9,93
2026-04-06 00:00:00,,vs,ND,5.0,1,1,1,1,1,6,78
2026-03-31 00:00:00,,@,ND,4.2,6,3,3,1,0,7,79
