date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
2026-08-02 00:00:00,,@,L 0-1,4.2,6,5,5,1,4,6,99
2026-07-28 00:00:00,,vs,L 0-1,3.2,4,4,4,0,3,1,84
2026-07-22 00:00:00,,@,ND,6.0,4,2,2,1,0,7,91
2026-07-17 00:00:00,,@,W 1-0,7.0,2,0,0,0,3,2,97
2026-07-06 00:00:00,,vs,W 1-0,8.0,3,1,1,1,2,5,104
2026-06-30 00:00:00,,@,L 0-1,2.2,5,6,6,1,6,4,84
2026-06-25 00:00:00,,vs,ND,6.0,6,2,2,0,1,6,108
2026-06-19 00:00:00,,@,ND,6.0,7,2,2,1,1,7,98
2026-06-12 00:00:00,,vs,L 0-1,4.2,4,4,4,0,2,5,105
2026-06-06 00:00:00,,@,ND,5.2,3,1,1,1,3,5,98
2026-06-01 00:00:00,,@,L 0-1,4.0,8,8,8,0,5,4,96
2026-05-25 00:00:00,,vs,L 0-1,5.0,7,4,2,1,1,7,93
2026-05-19 00:00:00,,@,ND,6.0,7,1,1,0,0,3,91
2026-05-14 00:00:00,,@,L 0-1,5.1,6,4,4,1,2,7,105
2026-05-09 00:00:00,,vs,L 0-1,4.0,3,1,1,0,3,8,94
2026-05-02 00:00:00,,@,L 0-1,4.1,8,4,4,0,2,6,88
2026-04-26 00:00:00,,vs,W 1-0,7.2,2,3,3,1,2,6,103
2026-04-21 00:00:00,,vs,W 1-0,5.0,1,1,1,0,5,7,106
2026-04-16 00:00:00,,@,W 1-0,6.0,1,0,0,0,2,6,87
2026-04-10 00:00:00,,@,W 1-0,6.0,5,1,1,0,2,4,93
2026-04-04 00:00:00,,vs,L 0-1,4.2,7,7,5,0,1,7,95
2026-03-30 00:00:00,,@,W 1-0,6.0,2,0,0,0,2,7,88
