date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
2026-08-01 00:00:00,,@,ND,5.0,4,1,1,0,2,6,76
2026-07-25 00:00:00,,vs,W 1-0,6.0,5,2,2,0,0,4,77
2026-07-19 00:00:00,,vs,ND,5.0,3,1,1,1,0,5,86
2026-07-12 00:00:00,,@,L 0-1,3.0,8,7,7,2,0,3,58
2026-07-07 00:00:00,,@,W 1-0,7.2,4,2,2,1,1,4,94
2026-06-29 00:00:00,,vs,ND,5.2,7,3,3,1,1,5,96
2026-06-21 00:00:00,,@,W 1-0,6.0,4,2,2,0,1,7,97
2026-06-16 00:00:00,,vs,ND,5.2,2,0,0,0,2,5,92
2026-06-09 00:00:00,,@,L 0-1,5.0,8,6,6,4,2,7,93
2026-06-03 00:00:00,,vs,L 0-1,5.0,5,1,1,1,1,5,83
2026-05-23 00:00:00,,vs,L 0-1,4.1,4,4,4,1,4,4,89
2026-05-17 00:00:00,,@,ND,4.0,3,3,2,0,2,3,79
