date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
2026-08-03 00:00:00,,@,L 0-1,5.0,5,3,3,1,4,5,104
2026-07-28 00:00:00,,vs,ND,6.0,6,4,4,2,1,6,98
2026-07-22 00:00:00,,@,ND,6.0,5,1,1,0,4,7,104
2026-07-17 00:00:00,,@,ND,5.0,4,1,1,1,2,4,97
2026-07-08 00:00:00,,vs,W 1-0,6.0,4,1,1,0,2,4,92
2026-07-03 00:00:00,,@,ND,6.0,3,2,2,0,2,5,75
2026-06-28 00:00:00,,vs,L 0-1,4.1,3,4,4,0,4,5,90
2026-06-22 00:00:00,,vs,W 1-0,7.0,6,0,0,0,0,5,93
2026-06-16 00:00:00,,@,L 0-1,4.1,5,3,3,0,3,1,93
2026-06-10 00:00:00,,vs,ND,6.2,7,3,3,2,3,3,106
2026-06-05 00:00:00,,vs,L 0-1,6.0,6,4,4,2,0,4,93
2026-05-30 00:00:00,,@,L 0-1,6.0,5,5,5,1,1,2,77
2026-05-24 00:00:00,,vs,L 0-1,3.2,5,4,4,1,4,4,81
2026-05-18 00:00:00,,vs,W 1-0,7.0,4,0,0,0,2,9,100
2026-05-13 00:00:00,,@,ND,5.2,6,1,1,0,2,5,99
2026-05-07 00:00:00,,vs,ND,6.0,1,1,1,1,2,6,86
2026-05-02 00:00:00,,vs,L 0-1,6.0,7,4,4,0,3,5,92
2026-04-26 00:00:00,,@,ND,6.0,3,2,2,2,1,8,106
2026-04-19 00:00:00,,@,W 1-0,5.0,1,0,0,0,4,6,105
2026-04-14 00:00:00,,vs,W 1-0,6.0,4,1,1,0,2,5,85
2026-04-08 00:00:00,,@,W 1-0,6.0,4,2,2,0,3,4,95
2026-04-03 00:00:00,,@,L 0-1,5.2,7,4,4,1,1,5,81
2026-03-27 00:00:00,,vs,ND,5.0,1,1,0,0,4,6,82
