date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
2026-08-03 00:00:00,,@,ND,6.1,3,2,2,0,3,5,81
2026-07-27 00:00:00,,vs,ND,4.1,4,1,1,0,3,3,80
2026-07-20 00:00:00,,@,ND,4.1,6,3,3,0,3,2,74
2026-07-12 00:00:00,,vs,L 0-1,2.0,4,3,3,0,1,2,40
2026-07-07 00:00:00,,vs,L 0-1,5.2,4,5,5,0,5,3,97
2026-07-01 00:00:00,,@,W 1-0,4.2,2,0,0,0,1,6,74
2026-06-26 00:00:00,,@,L 0-1,4.1,6,2,2,0,3,5,88
2026-06-21 00:00:00,,@,ND,4.0,4,1,1,0,0,6,68
2026-06-15 00:00:00,,vs,ND,4.0,5,1,1,0,1,5,58
2026-06-09 00:00:00,,@,ND,4.0,5,2,2,0,5,4,90
2026-06-03 00:00:00,,vs,ND,4.2,4,1,1,1,1,5,82
2026-05-29 00:00:00,,vs,ND,3.0,5,3,3,0,2,1,74
2026-05-24 00:00:00,,@,ND,1.1,1,0,0,0,1,1,18
2026-05-20 00:00:00,,vs,ND,4.0,2,2,2,1,1,5,56
2026-05-15 00:00:00,,vs,ND,3.0,3,2,2,0,1,5,48
2026-04-19 00:00:00,,vs,W 1-0,4.1,4,0,0,0,0,5,62
