date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
2026-07-29 00:00:00,,@,W 1-0,6.0,2,0,0,0,0,9,94
2026-07-23 00:00:00,,vs,W 1-0,6.0,5,3,3,0,1,11,98
2026-07-17 00:00:00,,vs,W 1-0,7.0,2,0,0,0,0,6,89
2026-07-10 00:00:00,,@,ND,3.0,2,0,0,0,1,5,43
2026-07-04 00:00:00,,vs,W 1-0,5.0,7,3,3,2,2,3,98
2026-06-28 00:00:00,,@,L 0-1,6.0,8,2,1,0,1,10,94
2026-06-20 00:00:00,,vs,ND,5.2,5,2,0,0,1,7,101
2026-06-10 00:00:00,,@,L 0-1,5.2,6,2,2,0,1,6,103
2026-06-04 00:00:00,,vs,L 0-1,5.2,10,3,3,0,2,6,108
2026-05-28 00:00:00,,@,W 1-0,5.0,6,2,2,0,3,8,96
2026-05-20 00:00:00,,@,W 1-0,7.0,4,1,1,0,0,8,96
2026-05-14 00:00:00,,vs,L 0-1,6.0,5,1,0,0,2,8,100
2026-05-08 00:00:00,,@,L 0-1,7.0,5,3,2,1,0,7,102
2026-05-02 00:00:00,,@,W 1-0,7.0,3,1,1,0,3,11,102
2026-04-26 00:00:00,,vs,W 1-0,6.0,1,0,0,0,2,9,100
2026-04-18 00:00:00,,@,W 1-0,7.0,5,1,1,1,1,7,101
2026-04-12 00:00:00,,vs,W 1-0,6.0,8,1,1,1,1,6,97
2026-04-06 00:00:00,,@,L 0-1,4.0,5,6,6,2,2,7,77
2026-04-01 00:00:00,,vs,W 1-0,6.0,1,1,1,1,0,3,79
2026-03-27 00:00:00,,vs,W 1-0,6.0,3,0,0,0,3,6,88
