date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
2026-08-02 00:00:00,,vs,L 0-1,3.0,2,2,2,1,2,3,53
2026-07-27 00:00:00,,@,ND,4.2,10,5,5,0,1,4,93
2026-07-22 00:00:00,,@,W 1-0,6.0,4,1,1,0,1,4,89
2026-07-11 00:00:00,,vs,W 1-0,6.2,2,1,1,0,2,5,96
2026-07-05 00:00:00,,@,L 0-1,7.2,5,3,3,1,1,5,106
2026-06-28 00:00:00,,vs,L 0-1,4.0,1,4,3,0,5,2,85
2026-06-22 00:00:00,,@,W 1-0,8.0,6,0,0,0,1,9,101
2026-06-17 00:00:00,,@,W 1-0,7.2,5,1,1,0,2,12,100
2026-06-11 00:00:00,,vs,ND,4.0,7,5,5,3,3,5,85
2026-06-06 00:00:00,,@,L 0-1,4.0,9,5,5,1,3,3,81
2026-05-31 00:00:00,,vs,W 1-0,7.0,4,1,0,0,3,4,94
2026-05-25 00:00:00,,vs,ND,6.0,5,1,1,1,2,3,92
2026-05-19 00:00:00,,@,L 0-1,5.1,4,2,2,1,3,6,102
2026-05-13 00:00:00,,vs,W 1-0,6.0,1,0,0,0,3,7,100
2026-05-08 00:00:00,,vs,L 0-1,7.0,5,3,3,0,1,10,96
2026-05-02 00:00:00,,@,L 0-1,4.0,6,5,5,2,4,4,89
2026-04-26 00:00:00,,vs,L 0-1,5.0,4,3,3,1,4,3,88
2026-04-20 00:00:00,,@,ND,5.1,10,1,1,1,3,7,104
2026-04-15 00:00:00,,vs,ND,6.0,7,4,2,0,1,4,97
2026-04-08 00:00:00,,@,W 1-0,5.0,6,3,2,0,3,7,96
2026-04-03 00:00:00,,@,L 0-1,4.0,6,4,4,0,3,6,81
2026-03-28 00:00:00,,vs,L 0-1,4.2,2,3,2,1,3,4,83
