date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
2026-08-02 00:00:00,,vs,W 1-0,6.0,2,1,1,0,2,9,88
2026-07-28 00:00:00,,vs,ND,5.0,5,5,1,1,2,4,89
2026-07-21 00:00:00,,@,W 1-0,5.0,3,0,0,0,2,6,91
2026-07-08 00:00:00,,vs,W 1-0,5.0,3,3,3,0,6,2,106
2026-07-02 00:00:00,,@,W 1-0,6.0,4,2,2,1,2,4,89
2026-06-27 00:00:00,,@,ND,6.0,9,5,5,1,0,10,93
2026-06-21 00:00:00,,@,W 1-0,5.0,5,1,1,1,3,7,96
2026-06-15 00:00:00,,vs,W 1-0,5.0,4,0,0,0,3,7,100
2026-06-09 00:00:00,,@,ND,5.1,6,2,2,0,2,7,105
2026-06-03 00:00:00,,vs,ND,6.0,4,2,2,1,1,9,98
2026-05-26 00:00:00,,@,W 1-0,5.1,4,2,2,1,2,8,90
2026-05-19 00:00:00,,@,W 1-0,6.0,3,1,1,1,0,9,86
2026-05-14 00:00:00,,vs,W 1-0,6.0,2,0,0,0,2,7,95
2026-05-09 00:00:00,,vs,W 1-0,6.0,4,1,1,1,3,2,87
2026-05-03 00:00:00,,@,ND,7.0,3,0,0,0,1,7,94
2026-04-28 00:00:00,,vs,W 1-0,6.0,7,2,2,1,1,9,97
2026-04-21 00:00:00,,@,W 1-0,5.2,4,2,2,1,2,8,97
2026-04-16 00:00:00,,vs,ND,6.0,2,0,0,0,1,4,87
2026-04-10 00:00:00,,vs,L 0-1,5.1,7,5,5,2,4,2,92
2026-04-05 00:00:00,,@,ND,6.0,5,1,1,1,1,9,87
2026-03-30 00:00:00,,vs,W 1-0,5.0,1,0,0,0,3,7,78
