date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
8/7,,vs,L 0-1,1.2,3,4,3,0,2,2,35
8/4,,vs,ND,1.0,1,0,0,0,0,1,11
7/29,,@,ND,1.0,1,0,0,0,0,0,10
7/28,,@,ND,0.2,1,0,0,0,0,0,10
7/25,,@,W 1-0,1.0,1,0,0,0,0,0,12
7/22,,vs,ND,1.0,0,0,0,0,0,0,11
7/20,,vs,ND,1.0,1,0,0,0,0,1,15
7/18,,vs,W 1-0,2.0,2,0,0,0,0,0,26
7/10,,@,ND,1.0,0,0,0,0,0,1,11
7/7,,@,ND,1.1,0,0,0,0,1,0,18
7/5,,vs,ND,1.0,0,0,0,0,0,1,12
7/2,,vs,ND,1.0,0,0,0,0,0,1,9
6/27,,@,L 0-1,0.1,3,1,1,0,0,0,12
6/26,,@,ND,0.2,1,0,0,0,0,0,9
6/24,,@,ND,1.0,0,0,0,0,0,0,10
6/19,,vs,ND,1.0,0,0,0,0,0,0,11
6/16,,@,L 0-1,1.0,2,3,3,1,2,1,29
6/14,,vs,ND,1.0,0,0,0,0,0,0,8
6/13,,vs,ND,1.0,0,0,0,0,0,0,13
6/10,,vs,ND,0.2,0,0,0,0,1,0,17
6/9,,vs,ND,1.0,1,1,1,0,0,0,13
6/6,,@,ND,1.0,0,0,0,0,0,0,12
6/4,,@,ND,1.0,1,0,0,0,0,1,12
6/3,,@,W 1-0,1.0,1,0,0,0,0,1,15
5/30,,@,ND,0.2,2,1,1,0,1,0,18
5/25,,vs,ND,1.0,0,0,0,0,0,1,8
5/24,,vs,ND,0.2,1,0,0,0,0,0,7
5/20,,vs,ND,1.0,2,0,0,0,1,0,32
5/17,,@,ND,1.2,1,0,0,0,0,1,21
5/15,,@,ND,1.0,1,0,0,0,1,2,20
5/12,,@,ND,1.0,1,0,0,0,0,2,13
5/10,,vs,ND,0.2,2,1,1,0,1,1,24
5/7,,vs,ND,1.0,0,0,0,0,0,2,15
5/5,,vs,ND,1.0,0,0,0,0,1,0,14
5/3,,@,ND,1.1,0,0,0,0,0,3,17
5/1,,@,W 1-0,1.0,2,2,2,1,0,2,25
4/28,,@,ND,1.0,1,0,0,0,0,0,20
4/25,,vs,ND,1.0,0,0,0,0,0,0,9
4/24,,vs,ND,0.1,0,0,0,0,0,1,5
4/20,,vs,ND,1.1,0,1,0,0,0,2,12
4/16,,@,ND,1.0,0,0,0,0,0,1,7
4/15,,@,ND,0.1,0,0,0,0,0,1,4
4/12,,vs,ND,1.0,0,0,0,0,0,1,12
4/7,,@,ND,1.1,0,0,0,0,0,1,13
4/4,,vs,ND,2.0,1,0,0,0,0,3,27
4/1,,vs,ND,1.0,1,3,1,0,3,2,37
3/30,,vs,ND,1.0,0,0,0,0,0,1,9
