date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
2026-08-02 00:00:00,,vs,W 1-0,6.0,3,0,0,0,3,7,90
2026-07-27 00:00:00,,vs,ND,6.0,2,1,1,1,2,5,91
2026-07-21 00:00:00,,vs,W 1-0,6.0,6,1,1,0,1,5,98
2026-07-08 00:00:00,,@,ND,4.0,1,0,0,0,5,3,90
2026-07-02 00:00:00,,@,L 0-1,5.2,1,1,1,0,4,6,107
2026-06-26 00:00:00,,vs,L 0-1,4.1,6,7,7,0,2,5,71
2026-06-20 00:00:00,,@,W 1-0,5.0,4,0,0,0,0,6,90
2026-06-15 00:00:00,,@,L 0-1,7.0,7,4,3,1,2,3,88
2026-06-09 00:00:00,,vs,W 1-0,5.0,3,0,0,0,5,7,107
2026-06-03 00:00:00,,vs,W 1-0,6.0,3,3,3,1,3,7,99
2026-05-29 00:00:00,,@,ND,6.0,5,1,1,1,3,5,92
2026-05-23 00:00:00,,vs,W 1-0,5.0,5,1,1,0,3,6,93
2026-05-18 00:00:00,,vs,ND,6.0,4,0,0,0,2,4,92
2026-05-12 00:00:00,,@,L 0-1,5.0,3,2,2,1,1,4,91
2026-05-06 00:00:00,,vs,W 1-0,6.0,2,1,1,0,3,5,90
2026-05-01 00:00:00,,vs,ND,5.0,2,1,1,0,3,4,68
2026-04-25 00:00:00,,@,L 0-1,3.2,6,4,4,1,5,3,81
2026-04-19 00:00:00,,vs,L 0-1,6.0,4,2,2,0,2,8,92
2026-03-28 00:00:00,,@,L 0-1,1.0,4,6,0,0,2,1,48
2026-03-26 00:00:00,,@,ND,0.2,1,0,0,0,1,1,14
