date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
2026-08-02 00:00:00,,vs,W 1-0,9.0,5,1,1,0,2,8,115
2026-07-26 00:00:00,,@,L 0-1,5.1,6,5,5,1,1,2,87
2026-07-20 00:00:00,,vs,L 0-1,6.0,7,4,4,2,2,4,91
2026-07-11 00:00:00,,@,L 0-1,6.0,6,4,4,1,0,9,92
2026-07-06 00:00:00,,@,ND,5.0,9,6,6,1,0,2,72
2026-07-01 00:00:00,,vs,W 1-0,5.0,6,2,2,0,1,7,85
2026-06-24 00:00:00,,vs,ND,6.0,11,6,6,2,1,4,81
2026-06-19 00:00:00,,vs,ND,7.1,4,2,2,0,0,8,81
2026-06-13 00:00:00,,@,L 0-1,5.2,10,6,6,1,0,4,95
2026-06-07 00:00:00,,vs,ND,5.0,7,3,3,0,1,2,89
2026-06-01 00:00:00,,@,ND,5.2,7,6,5,1,1,4,91
2026-05-26 00:00:00,,@,L 0-1,4.0,9,8,8,3,0,4,81
2026-05-20 00:00:00,,vs,ND,4.2,7,3,3,2,2,4,89
2026-05-15 00:00:00,,vs,L 0-1,3.2,8,7,7,0,4,3,81
2026-05-09 00:00:00,,@,L 0-1,5.0,10,7,6,3,0,4,87
2026-05-03 00:00:00,,vs,L 0-1,4.1,8,6,6,2,3,7,98
2026-04-28 00:00:00,,@,L 0-1,5.0,5,4,4,1,1,4,79
2026-04-12 00:00:00,,@,ND,0.0,0,0,0,0,0,0,0
2026-04-07 00:00:00,,vs,W 1-0,6.1,3,1,1,1,1,5,81
2026-04-01 00:00:00,,@,ND,5.0,5,1,1,0,1,6,88
2026-03-27 00:00:00,,@,L 0-1,4.1,5,2,2,0,2,2,81
