game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,away_hitters_with_history,away_lineup_avg_xwoba,home_hitters_with_history,home_lineup_avg_xwoba
822809,2026-05-27T17:07:00Z,MIA @ TOR,TOR,MIA,Kevin Gausman,Eury Pérez,592332.0,691587,11.0,0.224,7,0.13
824432,2026-05-27T17:10:00Z,WSH @ CLE,CLE,WSH,Gavin Williams,Miles Mikolas,668909.0,571945,0.0,,9,0.373
823783,2026-05-27T17:40:00Z,STL @ MIL,MIL,STL,TBD,Dustin May,,669160,,,1,0.458
825003,2026-05-27T19:05:00Z,SEA @ ATH,ATH,SEA,Jeffrey Springs,Logan Gilbert,605488.0,669302,9.0,0.355,11,0.314
823217,2026-05-27T19:45:00Z,AZ @ SF,SF,AZ,Trevor McDonald,Michael Soroka,686790.0,647336,6.0,0.419,4,0.381
823295,2026-05-27T20:10:00Z,PHI @ SD,SD,PHI,Walker Buehler,Cristopher Sánchez,621111.0,650911,10.0,0.389,9,0.358
824836,2026-05-27T22:35:00Z,TB @ BAL,BAL,TB,TBD,Steven Matz,,571927,,,13,0.257
824270,2026-05-27T22:40:00Z,LAA @ DET,DET,LAA,Casey Mize,José Soriano,663554.0,667755,9.0,0.227,7,0.144
823376,2026-05-27T22:40:00Z,CHC @ PIT,PIT,CHC,Bubba Chandler,Jameson Taillon,696149.0,592791,9.0,0.321,9,0.334
824756,2026-05-27T22:45:00Z,ATL @ BOS,BOS,ATL,Connelly Early,Bryce Elder,813349.0,693821,7.0,0.332,12,0.214
823626,2026-05-27T23:10:00Z,CIN @ NYM,NYM,CIN,Huascar Brazobán,Andrew Abbott,623211.0,671096,8.0,0.36,6,0.283
824596,2026-05-27T23:40:00Z,MIN @ CWS,CWS,MIN,Davis Martin,Connor Prielipp,663436.0,687570,10.0,0.324,0,
824104,2026-05-27T23:40:00Z,NYY @ KC,KC,NYY,Noah Cameron,Gerrit Cole,702070.0,543037,11.0,0.508,8,0.299
822897,2026-05-28T00:05:00Z,HOU @ TEX,TEX,HOU,Jacob deGrom,Mike Burrows,594798.0,681347,12.0,0.216,6,0.219
823947,2026-05-28T02:10:00Z,COL @ LAD,LAD,COL,Shohei Ohtani,Tomoyuki Sugano,660271.0,608372,6.0,0.213,12,0.506
