game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,home_pitcher_fip_vs_opp,away_hitters_with_history,away_lineup_avg_xwoba,away_total_abs,away_pitcher_fip_vs_opp,home_hitters_with_history,home_lineup_avg_xwoba,home_total_abs
822971,2026-06-02T22:40:00Z,DET @ TB,TB,DET,Steven Matz,Jack Flaherty,571927,656427.0,4.72,10,0.367,34,3.37,10.0,0.172,37.0
823460,2026-06-02T22:40:00Z,SD @ PHI,PHI,SD,Aaron Nola,Randy Vásquez,605400,681190.0,1.26,11,0.185,98,8.84,12.0,0.56,54.0
824754,2026-06-02T22:45:00Z,BAL @ BOS,BOS,BAL,Connelly Early,Shane Baz,813349,669358.0,6.81,8,0.274,21,2.33,10.0,0.221,51.0
822728,2026-06-02T22:45:00Z,MIA @ WSH,WSH,MIA,Miles Mikolas,Lake Bachar,571945,669199.0,4.9,7,0.301,35,4.3,11.0,0.522,17.0
823541,2026-06-02T23:05:00Z,CLE @ NYY,NYY,CLE,Cam Schlittler,Joey Cantillo,693645,676282.0,,1,0.35,2,5.21,8.0,0.319,16.0
824511,2026-06-02T23:10:00Z,KC @ CIN,CIN,KC,Andrew Abbott,Noah Cameron,671096,702070.0,3.01,11,0.241,26,0.85,5.0,0.299,14.0
824918,2026-06-02T23:15:00Z,TOR @ ATL,ATL,TOR,Bryce Elder,Kevin Gausman,693821,592332.0,5.29,7,0.402,35,4.33,11.0,0.336,89.0
823700,2026-06-02T23:40:00Z,CWS @ MIN,MIN,CWS,Connor Prielipp,Davis Martin,687570,663436.0,2.5,8,0.298,17,3.75,12.0,0.323,65.0
823782,2026-06-02T23:40:00Z,SF @ MIL,MIL,SF,Kyle Harrison,Trevor McDonald,690986,686790.0,-0.3,4,0.265,11,,0.0,,0.0
823052,2026-06-02T23:45:00Z,TEX @ STL,STL,TEX,Dustin May,Nathan Eovaldi,669160,543135.0,3.35,8,0.338,14,4.93,3.0,0.351,6.0
824675,2026-06-03T00:05:00Z,ATH @ CHC,CHC,ATH,Jameson Taillon,Gage Jump,592791,695611.0,5.65,8,0.324,43,,0.0,,0.0
824189,2026-06-03T00:10:00Z,PIT @ HOU,HOU,PIT,Mike Burrows,Bubba Chandler,681347,696149.0,1.81,5,0.393,9,12.1,8.0,,7.0
824026,2026-06-03T01:38:00Z,COL @ LAA,LAA,COL,Grayson Rodriguez,Tomoyuki Sugano,680570,608372.0,4.26,3,0.202,8,4.41,7.0,0.357,21.0
825079,2026-06-03T01:40:00Z,LAD @ AZ,AZ,LAD,Michael Soroka,Eric Lauer,647336,641778.0,3.48,9,0.272,28,7.3,8.0,0.295,61.0
823129,2026-06-03T01:40:00Z,NYM @ SEA,SEA,NYM,Logan Gilbert,TBD,669302,,1.78,8,0.173,65,,,,
