game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,away_hitters_with_history,away_lineup_avg_xwoba,home_hitters_with_history,home_lineup_avg_xwoba
822982,2026-05-17T16:15:00Z,MIA @ TB,TB,MIA,Drew Rasmussen,Eury Pérez,656876,691587,10,0.282,2,0.504
822738,2026-05-17T17:35:00Z,BAL @ WSH,WSH,BAL,Miles Mikolas,Brandon Young,571945,687064,7,0.183,0,
823381,2026-05-17T17:35:00Z,PHI @ PIT,PIT,PHI,Paul Skenes,Zack Wheeler,694973,554430,7,0.172,10,0.221
824923,2026-05-17T17:35:00Z,BOS @ ATL,ATL,BOS,Grant Holmes,Brayan Bello,656550,678394,7,0.251,12,0.276
824436,2026-05-17T17:40:00Z,CIN @ CLE,CLE,CIN,Gavin Williams,Brady Singer,668909,663903,7,0.362,10,0.304
824279,2026-05-17T17:40:00Z,TOR @ DET,DET,TOR,Jack Flaherty,Kevin Gausman,656427,592332,10,0.251,8,0.189
823628,2026-05-17T17:40:00Z,NYY @ NYM,NYM,NYY,Freddy Peralta,Elmer Rodríguez,642547,695684,13,0.37,0,
824192,2026-05-17T18:10:00Z,TEX @ HOU,HOU,TEX,Peter Lambert,Nathan Eovaldi,663567,543135,5,0.399,8,0.275
824599,2026-05-17T18:10:00Z,CHC @ CWS,CWS,CHC,Erick Fedde,Colin Rea,607200,607067,10,0.374,6,0.457
823708,2026-05-17T18:10:00Z,MIL @ MIN,MIN,MIL,Bailey Ober,Robert Gasser,641927,688107,7,0.203,1,0.162
823058,2026-05-17T18:15:00Z,KC @ STL,STL,KC,Andre Pallante,Stephen Kolek,669467,663568,12,0.294,7,0.382
824358,2026-05-17T19:10:00Z,AZ @ COL,COL,AZ,Michael Lorenzen,Michael Soroka,547179,647336,8,0.198,7,0.143
825006,2026-05-17T20:05:00Z,SF @ ATH,ATH,SF,Jeffrey Springs,Adrian Houser,605488,605288,7,0.219,5,0.334
824034,2026-05-17T20:07:00Z,LAD @ LAA,LAA,LAD,Grayson Rodriguez,Roki Sasaki,680570,808963,7,0.596,9,0.194
823138,2026-05-17T23:20:00Z,SD @ SEA,SEA,SD,George Kirby,Lucas Giolito,669923,608337,11,0.336,10,0.403
