game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,away_hitters_with_history,away_lineup_avg_xwoba,home_hitters_with_history,home_lineup_avg_xwoba
822820,2026-05-09T19:07:00Z,LAA @ TOR,TOR,LAA,Trey Yesavage,Jack Kochanowicz,702056,686799,2,0.178,11,0.319
824847,2026-05-09T20:05:00Z,ATH @ BAL,BAL,ATH,Shane Baz,Aaron Civale,669358,650644,10,0.254,7,0.305
824523,2026-05-09T20:10:00Z,HOU @ CIN,CIN,HOU,Chase Burns,Spencer Arrighetti,695505,681293,0,,6,0.362
823869,2026-05-09T20:10:00Z,WSH @ MIA,MIA,WSH,Janson Junk,Richard Lovelady,676083,663992,4,0.496,3,0.434
823468,2026-05-09T22:05:00Z,COL @ PHI,PHI,COL,Aaron Nola,Kyle Freeland,605400,607536,11,0.229,9,0.306
824444,2026-05-09T22:10:00Z,MIN @ CLE,CLE,MIN,Tanner Bibee,Joe Ryan,676440,657746,9,0.3,10,0.289
822905,2026-05-09T23:05:00Z,CHC @ TEX,TEX,CHC,Jack Leiter,Edward Cabrera,683004,665795,4,0.262,3,0.282
824115,2026-05-09T23:10:00Z,DET @ KC,KC,DET,Michael Wacha,Burch Smith,608379,572143,9,0.355,3,0.338
824606,2026-05-09T23:10:00Z,SEA @ CWS,CWS,SEA,Anthony Kay,Luis Castillo,641743,622491,10,0.486,7,0.201
823792,2026-05-09T23:10:00Z,NYY @ MIL,MIL,NYY,Kyle Harrison,Cam Schlittler,690986,693645,3,0.268,0,
825089,2026-05-09T23:15:00Z,NYM @ AZ,AZ,NYM,Merrill Kelly,Clay Holmes,518876,605280,10,0.27,6,0.175
823304,2026-05-09T23:15:00Z,STL @ SD,SD,STL,Randy Vásquez,Dustin May,681190,669160,7,0.403,8,0.29
823224,2026-05-10T01:05:00Z,PIT @ SF,SF,PIT,Landen Roupp,Braxton Ashcraft,694738,677952,3,0.377,7,0.214
823955,2026-05-10T01:10:00Z,ATL @ LAD,LAD,ATL,Blake Snell,Spencer Strider,605483,675911,11,0.299,9,0.266
824766,2026-05-09T20:10:00Z,TB @ BOS,BOS,TB,Payton Tolle,Nick Martinez,801139,607259,3,0.501,11,0.37
