game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,away_hitters_with_history,away_lineup_avg_xwoba,home_hitters_with_history,home_lineup_avg_xwoba
824363,2026-05-04T21:40:00Z,NYM @ COL,COL,NYM,Tomoyuki Sugano,Huascar Brazobán,608372,623211,6,0.391,11,0.285
824283,2026-05-04T22:10:00Z,BOS @ DET,DET,BOS,Tyler Holton,Payton Tolle,663947,801139,12,0.308,3,0.174
822984,2026-05-04T22:40:00Z,TOR @ TB,TB,TOR,Nick Martinez,Eric Lauer,607259,641778,10,0.388,11,0.276
823874,2026-05-04T22:40:00Z,PHI @ MIA,MIA,PHI,Janson Junk,Aaron Nola,676083,605400,8,0.317,9,0.513
823552,2026-05-04T23:05:00Z,BAL @ NYY,NYY,BAL,Cam Schlittler,Shane Baz,693645,669358,7,0.292,10,0.388
824684,2026-05-04T23:10:00Z,CIN @ CHC,CHC,CIN,Edward Cabrera,Chase Petty,665795,695534,10,0.31,0,
824120,2026-05-04T23:40:00Z,CLE @ KC,KC,CLE,Michael Wacha,Tanner Bibee,608379,676440,11,0.311,12,0.246
823064,2026-05-04T23:45:00Z,MIL @ STL,STL,MIL,Kyle Leahy,Chad Patrick,681517,694477,9,0.321,9,0.28
824201,2026-05-05T00:10:00Z,LAD @ HOU,HOU,LAD,Steven Okert,Yoshinobu Yamamoto,595345,808967,9,0.325,5,0.365
824039,2026-05-05T01:38:00Z,CWS @ LAA,LAA,CWS,José Soriano,Davis Martin,667755,663436,12,0.393,10,0.31
823143,2026-05-05T01:40:00Z,ATL @ SEA,SEA,ATL,Logan Gilbert,JR Ritchie,669302,702275,13,0.319,0,
823228,2026-05-05T01:45:00Z,SD @ SF,SF,SD,Trevor McDonald,Randy Vásquez,686790,681190,1,,4,0.671
