game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,away_hitters_with_history,away_lineup_avg_xwoba,home_hitters_with_history,home_lineup_avg_xwoba
824434,2026-05-26T22:10:00Z,WSH @ CLE,CLE,WSH,Joey Cantillo,Cade Cavalli,676282.0,676917,6.0,0.452,1,0.177
824837,2026-05-26T22:35:00Z,TB @ BAL,BAL,TB,Shane Baz,Griffin Jax,669358.0,643377,9.0,0.275,11,0.263
824275,2026-05-26T22:40:00Z,LAA @ DET,DET,LAA,Keider Montero,Jack Kochanowicz,672456.0,686799,5.0,0.167,5,0.315
823379,2026-05-26T22:40:00Z,CHC @ PIT,PIT,CHC,Braxton Ashcraft,Jordan Wicks,677952.0,696136,11.0,0.246,2,0.185
824758,2026-05-26T22:45:00Z,ATL @ BOS,BOS,ATL,Ranger Suarez,Spencer Strider,624133.0,675911,13.0,0.221,12,0.241
822811,2026-05-26T23:07:00Z,MIA @ TOR,TOR,MIA,Braydon Fisher,Sandy Alcantara,680755.0,645261,1.0,0.171,6,0.281
823624,2026-05-26T23:10:00Z,CIN @ NYM,NYM,CIN,TBD,Chase Burns,,695505,,,0,
824597,2026-05-26T23:40:00Z,MIN @ CWS,CWS,MIN,Sean Burke,Joe Ryan,680732.0,657746,4.0,0.406,4,0.507
824106,2026-05-26T23:40:00Z,NYY @ KC,KC,NYY,Bailey Falter,Cam Schlittler,663559.0,693645,12.0,0.365,9,0.34
823785,2026-05-26T23:40:00Z,STL @ MIL,MIL,STL,Kyle Harrison,Michael McGreevy,690986.0,700241,0.0,,1,
822898,2026-05-27T00:05:00Z,HOU @ TEX,TEX,HOU,Jack Leiter,Jason Alexander,683004.0,669920,12.0,0.365,6,0.186
825004,2026-05-27T01:40:00Z,SEA @ ATH,ATH,SEA,Luis Severino,Emerson Hancock,622663.0,676106,11.0,0.291,9,0.401
823294,2026-05-27T01:40:00Z,PHI @ SD,SD,PHI,Randy Vásquez,Aaron Nola,681190.0,605400,10.0,0.528,11,0.184
823216,2026-05-27T01:45:00Z,AZ @ SF,SF,AZ,Tyler Mahle,Eduardo Rodriguez,641816.0,593958,9.0,0.287,8,0.327
823949,2026-05-27T02:10:00Z,COL @ LAD,LAD,COL,Eric Lauer,Kyle Freeland,641778.0,607536,8.0,0.301,12,0.362
