game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,park_factor,away_woba,away_wrc_plus,away_obp,away_ops_plus,away_barrel,away_hard_hit,away_k_pct,away_bb_pct,away_babip,home_woba,home_wrc_plus,home_obp,home_ops_plus,home_barrel,home_hard_hit,home_k_pct,home_bb_pct,home_babip,away_last10_w,away_last10_l,home_last10_w,home_last10_l,home_pitcher_season_era,away_pitcher_season_era,home_pitcher_fip_vs_opp,home_pitcher_xfip_vs_opp,home_pitcher_season_xfip,away_hitters_with_history,away_lineup_avg_xwoba,away_total_abs,away_pitcher_fip_vs_opp,away_pitcher_xfip_vs_opp,away_pitcher_season_xfip,home_hitters_with_history,home_lineup_avg_xwoba,home_total_abs
824514,2026-08-17T17:40:00Z,STL @ CIN,CIN,STL,Kent Emanuel,Quinn Mathews,592288,687273,1.04,,,,,,,,,,,,,,,,,,,7,3,4,6,54.0,3.6,,,,2,0.156,3,,,4.35,0,,0
824478,2026-08-17T22:40:00Z,STL @ CIN,CIN,STL,Rhett Lowder,Andre Pallante,695076,669467,1.04,,,,,,,,,,,,,,,,,,,7,3,4,6,5.15,3.46,3.72,3.92,4.03,11,0.346,27,3.05,3.42,3.63,12,0.272,136
822939,2026-08-17T22:05:00Z,BAL @ TB,TB,BAL,Shane McClanahan,Brandon Young,663556,687064,0.97,,,,,,,,,,,,,,,,,,,5,5,7,3,3.09,3.33,3.79,3.73,3.58,8,0.372,34,3.88,5.06,3.86,2,0.445,6
823427,2026-08-17T22:40:00Z,MIA @ PHI,PHI,MIA,Cristopher Sánchez,Janson Junk,650911,676083,1.02,,,,,,,,,,,,,,,,,,,6,4,6,4,2.54,4.41,1.77,1.98,2.2,9,0.172,53,2.29,1.33,3.68,11,0.23,34
823343,2026-08-17T23:05:00Z,DET @ PIT,PIT,DET,Carmen Mlodzinski,Framber Valdez,669387,664285,0.99,,,,,,,,,,,,,,,,,,,5,5,4,6,3.79,4.26,7.47,4.69,3.73,6,0.284,11,2.18,2.82,3.75,8,0.291,30
824725,2026-08-17T23:10:00Z,AZ @ BOS,BOS,AZ,Alec Gamboa,Mitch Bratt,687941,683352,1.03,,,,,,,,,,,,,,,,,,,5,5,3,7,1.59,3.74,,,3.49,0,,0,,,5.32,0,,0
823589,2026-08-17T23:10:00Z,SD @ NYM,NYM,SD,Nolan McLean,Walker Buehler,690997,621111,0.98,,,,,,,,,,,,,,,,,,,8,2,7,3,3.42,4.88,2.9,4.14,3.07,8,0.29,17,3.31,3.13,3.78,11,0.298,45
824077,2026-08-17T23:40:00Z,ATH @ KC,KC,ATH,Michael Wacha,Mason Barnett,608379,686930,0.98,,,,,,,,,,,,,,,,,,,4,6,3,7,3.46,6.16,4.59,4.54,3.88,9,0.263,48,3.56,4.23,4.83,4,0.335,8
823668,2026-08-17T23:40:00Z,ATL @ MIN,MIN,ATL,Bailey Ober,Martín Pérez,641927,527048,1.01,,,,,,,,,,,,,,,,,,,5,5,4,6,4.64,2.96,5.99,4.31,4.29,9,0.408,29,6.49,5.86,3.84,10,0.356,43
824641,2026-08-18T00:05:00Z,CWS @ CHC,CHC,CWS,Shota Imanaga,Luis Castillo,684007,622491,1.02,,,,,,,,,,,,,,,,,,,6,4,6,4,3.74,4.96,9.56,3.55,3.41,8,0.383,22,3.77,2.65,3.75,10,0.359,113
824320,2026-08-18T00:40:00Z,LAD @ COL,COL,LAD,Tomoyuki Sugano,Blake Snell,608372,605483,1.22,,,,,,,,,,,,,,,,,,,5,5,5,5,4.43,5.0,9.61,3.8,4.41,11,0.403,44,1.58,0.56,1.63,6,0.147,34
