game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,away_hitters_with_history,away_lineup_avg_xwoba,home_hitters_with_history,home_lineup_avg_xwoba
823380,2026-05-25T17:35:00Z,CHC @ PIT,PIT,CHC,Carmen Mlodzinski,Ben Brown,669387,676962,11,0.408,9,0.288
824838,2026-05-25T17:35:00Z,TB @ BAL,BAL,TB,Kyle Bradish,Shane McClanahan,680694,663556,8,0.289,10,0.34
824598,2026-05-25T18:10:00Z,MIN @ CWS,CWS,MIN,Anthony Kay,Zebby Matthews,641743,805673,3,0.711,5,0.323
823784,2026-05-25T18:10:00Z,STL @ MIL,MIL,STL,Jacob Misiorowski,Matthew Liberatore,694819,669461,8,0.281,11,0.256
824107,2026-05-25T19:40:00Z,NYY @ KC,KC,NYY,Michael Wacha,Will Warren,608379,701542,12,0.282,12,0.319
823625,2026-05-25T20:10:00Z,CIN @ NYM,NYM,CIN,Nolan McLean,Nick Lodolo,690997,666157,1,0.04,7,0.396
823219,2026-05-25T21:05:00Z,AZ @ SF,SF,AZ,Landen Roupp,Merrill Kelly,694738,518876,8,0.284,11,0.421
824437,2026-05-25T22:10:00Z,WSH @ CLE,CLE,WSH,Tanner Bibee,PJ Poulin,676440,676571,5,0.259,1,0.0
823296,2026-05-25T22:40:00Z,PHI @ SD,SD,PHI,Griffin Canning,Jesús Luzardo,656288,666200,10,0.418,8,0.344
822899,2026-05-25T23:05:00Z,HOU @ TEX,TEX,HOU,Kumar Rocker,Tatsuya Imai,677958,837227,1,0.034,0,
822812,2026-05-25T23:07:00Z,MIA @ TOR,TOR,MIA,Trey Yesavage,Janson Junk,702056,676083,1,0.584,8,0.452
823948,2026-05-26T01:10:00Z,COL @ LAD,LAD,COL,Emmet Sheehan,Tanner Gordon,686218,685299,7,0.333,10,0.357
825005,2026-05-26T01:40:00Z,SEA @ ATH,ATH,SEA,Aaron Civale,Luis Castillo,650644,622491,10,0.338,9,0.283
