game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,park_factor,away_woba,away_wrc_plus,away_obp,away_ops_plus,away_barrel,away_hard_hit,away_k_pct,away_bb_pct,away_babip,home_woba,home_wrc_plus,home_obp,home_ops_plus,home_barrel,home_hard_hit,home_k_pct,home_bb_pct,home_babip,away_last10_w,away_last10_l,home_last10_w,home_last10_l,home_pitcher_fip_vs_opp,home_pitcher_xfip_vs_opp,away_hitters_with_history,away_lineup_avg_xwoba,away_total_abs,away_pitcher_fip_vs_opp,away_pitcher_xfip_vs_opp,home_hitters_with_history,home_lineup_avg_xwoba,home_total_abs
823837,2026-07-29T16:10:00Z,PHI @ MIA,MIA,PHI,Ryan Gusto,Jesús Luzardo,687473,666200,0.95,,,,,,,,,,,,,,,,,,,2,8,3,7,10.17,7.27,9,0.477,23,2.41,2.36,9,0.233,82
823351,2026-07-29T16:35:00Z,AZ @ PIT,PIT,AZ,Jared Jones,Eduardo Rodriguez,683003,593958,0.99,,,,,,,,,,,,,,,,,,,6,4,4,6,6.13,,2,0.32,5,3.63,2.25,8,0.256,54
822702,2026-07-29T17:05:00Z,TOR @ WSH,WSH,TOR,Zack Littell,Trey Yesavage,641793,702056,1.0,,,,,,,,,,,,,,,,,,,4,6,6,4,8.45,5.79,10,0.323,59,,,0,,0
824242,2026-07-29T17:10:00Z,BAL @ DET,DET,BAL,Tarik Skubal,Trevor Rogers,669373,669432,0.99,,,,,,,,,,,,,,,,,,,5,5,5,5,2.98,2.38,7,0.29,29,3.32,3.26,9,0.371,35
823596,2026-07-29T17:10:00Z,ATL @ NYM,NYM,ATL,Sean Manaea,AJ Smith-Shawver,640455,700363,0.98,,,,,,,,,,,,,,,,,,,6,4,5,5,4.67,3.46,12,0.38,85,,,1,0.421,2
823598,2026-07-29T23:10:00Z,ATL @ NYM,NYM,ATL,Christian Scott,Chris Sale,681035,519242,0.98,,,,,,,,,,,,,,,,,,,6,4,5,5,4.32,2.47,11,0.276,30,5.54,3.39,11,0.332,87
823192,2026-07-29T19:45:00Z,MIL @ SF,SF,MIL,Logan Webb,Thomas Pannone,657277,623381,0.95,,,,,,,,,,,,,,,,,,,7,3,3,7,2.49,2.91,10,0.314,88,4.71,2.46,3,0.363,17
823273,2026-07-29T20:10:00Z,COL @ SD,SD,COL,Kyle Hart,Gabriel Hughes,606996,687312,0.95,,,,,,,,,,,,,,,,,,,3,7,6,4,2.32,3.52,11,0.318,28,,,3,,2
822947,2026-07-29T22:40:00Z,TEX @ TB,TB,TEX,Casey Legumina,MacKenzie Gore,668984,669022,0.97,,,,,,,,,,,,,,,,,,,6,4,6,4,6.48,8.77,10,0.465,11,2.1,2.49,4,0.238,19
824487,2026-07-29T23:10:00Z,CLE @ CIN,CIN,CLE,Brady Singer,Joey Cantillo,663903,676282,1.04,,,,,,,,,,,,,,,,,,,3,7,6,4,6.7,5.19,12,0.378,90,11.41,7.21,9,0.337,14
823677,2026-07-29T23:40:00Z,KC @ MIN,MIN,KC,Joe Ryan,Randy Dobnak,657746,677976,1.01,,,,,,,,,,,,,,,,,,,6,4,5,5,4.62,4.76,10,0.342,69,,,1,0.655,2
824567,2026-07-29T23:40:00Z,NYY @ CWS,CWS,NYY,Davis Martin,Cam Schlittler,663436,693645,0.97,,,,,,,,,,,,,,,,,,,7,3,4,6,6.18,3.43,11,0.419,51,-0.33,1.01,3,0.192,8
823022,2026-07-29T23:45:00Z,CHC @ STL,STL,CHC,Dustin May,Matthew Boyd,669160,571510,0.99,,,,,,,,,,,,,,,,,,,7,3,2,8,6.64,6.18,10,0.388,36,2.86,2.05,6,0.217,32
824002,2026-07-30T01:38:00Z,HOU @ LAA,LAA,HOU,Grayson Rodriguez,Hayden Wesneski,680570,669713,0.97,,,,,,,,,,,,,,,,,,,7,3,4,6,3.01,4.42,10,0.345,44,4.71,3.43,10,0.221,30
824973,2026-07-30T01:40:00Z,BOS @ ATH,ATH,BOS,Jacob Lopez,Patrick Sandoval,682052,663776,1.0,,,,,,,,,,,,,,,,,,,7,3,4,6,5.5,6.44,3,0.31,7,6.88,5.16,4,0.438,15
823924,2026-07-30T02:10:00Z,SEA @ LAD,LAD,SEA,Eric Lauer,Emerson Hancock,641778,676106,0.96,,,,,,,,,,,,,,,,,,,5,5,6,4,3.38,3.48,8,0.335,37,7.39,4.49,6,0.379,8
