game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,home_pitcher_fip_vs_opp,away_hitters_with_history,away_lineup_avg_xwoba,away_total_abs,away_pitcher_fip_vs_opp,home_hitters_with_history,home_lineup_avg_xwoba,home_total_abs
824832,2026-05-31T16:15:00Z,TOR @ BAL,BAL,TOR,Kyle Bradish,Spencer Miles,680694,693686,5.52,6,0.285,43,11.35,6,,6
822729,2026-05-31T17:35:00Z,SD @ WSH,WSH,SD,Zack Littell,Griffin Canning,641793,656288,5.23,10,0.417,70,4.96,11,0.374,48
823373,2026-05-31T17:35:00Z,MIN @ PIT,PIT,MIN,Braxton Ashcraft,Zebby Matthews,677952,805673,3.1,2,0.09,3,10.6,7,0.767,9
824430,2026-05-31T17:40:00Z,BOS @ CLE,CLE,BOS,Tanner Bibee,Ranger Suarez,676440,624133,1.72,6,0.178,21,1.74,7,0.251,30
822976,2026-05-31T17:40:00Z,LAA @ TB,TB,LAA,Shane McClanahan,Jack Kochanowicz,663556,686799,0.73,6,0.19,18,1.43,3,0.104,10
824512,2026-05-31T17:40:00Z,ATL @ CIN,CIN,ATL,Nick Lodolo,Spencer Strider,666157,675911,1.1,10,0.206,26,0.15,5,0.364,17
823621,2026-05-31T17:40:00Z,MIA @ NYM,NYM,MIA,Nolan McLean,Janson Junk,690997,676083,,0,,0,1.35,8,0.244,19
824592,2026-05-31T18:10:00Z,DET @ CWS,CWS,DET,Sean Burke,Keider Montero,680732,672456,4.79,7,0.341,22,14.5,6,0.481,8
824187,2026-05-31T18:10:00Z,MIL @ HOU,HOU,MIL,Tatsuya Imai,Jacob Misiorowski,837227,694819,,0,,0,,1,0.445,2
822895,2026-05-31T18:35:00Z,KC @ TEX,TEX,KC,Jack Leiter,Michael Wacha,683004,608379,8.05,11,0.509,48,5.26,10,0.261,78
824354,2026-05-31T19:10:00Z,SF @ COL,COL,SF,Tanner Gordon,Robbie Ray,685299,592662,3.65,5,0.332,15,0.29,6,0.324,26
825001,2026-05-31T20:05:00Z,NYY @ ATH,ATH,NYY,Jacob Lopez,Will Warren,682052,701542,,2,0.353,3,3.1,8,0.319,39
823133,2026-05-31T20:10:00Z,AZ @ SEA,SEA,AZ,Bryce Miller,Merrill Kelly,682243,518876,,1,0.237,3,4.91,10,0.288,55
823944,2026-05-31T20:10:00Z,PHI @ LAD,LAD,PHI,Yoshinobu Yamamoto,Andrew Painter,808967,691725,4.47,8,0.334,31,,0,,0
823053,2026-05-31T23:20:00Z,CHC @ STL,STL,CHC,Matthew Liberatore,Jordan Wicks,669461,696136,4.57,10,0.368,54,1.05,10,0.118,28
