game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,park_factor,away_woba,away_wrc_plus,away_obp,away_ops_plus,away_barrel,away_hard_hit,away_k_pct,away_bb_pct,away_babip,home_woba,home_wrc_plus,home_obp,home_ops_plus,home_barrel,home_hard_hit,home_k_pct,home_bb_pct,home_babip,home_pitcher_fip_vs_opp,home_pitcher_xfip_vs_opp,away_hitters_with_history,away_lineup_avg_xwoba,away_total_abs,away_pitcher_fip_vs_opp,away_pitcher_xfip_vs_opp,home_hitters_with_history,home_lineup_avg_xwoba,home_total_abs
824659,2026-07-03T20:05:00Z,STL @ CHC,CHC,STL,David Peterson,Andre Pallante,656849,669467.0,1.02,,,,,,,,,,,,,,,,,,,7.4,3.74,11,0.348,33,6.72,4.33,10.0,0.374,73.0
822714,2026-07-03T22:45:00Z,PIT @ WSH,WSH,PIT,Foster Griffin,Mitch Keller,656492,656605.0,1.0,,,,,,,,,,,,,,,,,,,5.5,3.24,6,0.308,15,3.73,3.48,13.0,0.377,86.0
823527,2026-07-03T23:05:00Z,MIN @ NYY,NYY,MIN,Gerrit Cole,Mike Paredes,543037,702474.0,1.05,,,,,,,,,,,,,,,,,,,7.99,4.36,6,0.349,33,,,0.0,,0.0
824498,2026-07-03T23:10:00Z,BAL @ CIN,CIN,BAL,Brady Singer,Trevor Rogers,663903,669432.0,1.04,,,,,,,,,,,,,,,,,,,4.03,2.94,7,0.283,25,10.03,4.28,6.0,0.425,14.0
824417,2026-07-03T23:10:00Z,CWS @ CLE,CLE,CWS,Gavin Williams,Anthony Kay,668909,641743.0,0.97,,,,,,,,,,,,,,,,,,,1.81,3.13,10,0.344,33,2.5,3.32,7.0,0.271,18.0
824904,2026-07-03T23:15:00Z,NYM @ ATL,ATL,NYM,Grant Holmes,Christian Scott,656550,681035.0,0.98,,,,,,,,,,,,,,,,,,,2.05,3.07,8,0.304,22,0.88,1.56,6.0,0.18,15.0
824336,2026-07-04T00:10:00Z,SF @ COL,COL,SF,Ryan Feltner,TBD,663372,,1.22,,,,,,,,,,,,,,,,,,,2.16,2.98,9,0.339,47,,,,,
824173,2026-07-04T00:15:00Z,TB @ HOU,HOU,TB,Spencer Arrighetti,Nick Martinez,681293,607259.0,1.03,,,,,,,,,,,,,,,,,,,4.63,4.63,4,0.294,6,4.47,3.86,8.0,0.262,55.0
824013,2026-07-04T01:38:00Z,BOS @ LAA,LAA,BOS,Reid Detmers,Jake Bennett,672282,687562.0,0.97,,,,,,,,,,,,,,,,,,,0.43,1.25,9,0.22,25,,,0.0,,0.0
824982,2026-07-04T01:40:00Z,MIA @ ATH,ATH,MIA,Jack Perkins,Tyler Phillips,678022,663969.0,1.0,,,,,,,,,,,,,,,,,,,,,0,,0,3.48,3.48,5.0,0.31,9.0
825062,2026-07-04T01:45:00Z,MIL @ AZ,AZ,MIL,Jose Cabrera,Kyle Harrison,703615,690986.0,1.05,,,,,,,,,,,,,,,,,,,,,0,,0,6.73,3.65,8.0,0.282,33.0
823933,2026-07-04T02:10:00Z,SD @ LAD,LAD,SD,Shohei Ohtani,Michael King,660271,650633.0,0.96,,,,,,,,,,,,,,,,,,,4.32,3.61,9,0.4,47,6.38,4.07,12.0,0.407,99.0
823120,2026-07-04T02:10:00Z,TOR @ SEA,SEA,TOR,Luis Castillo,Dylan Cease,622491,656302.0,0.97,,,,,,,,,,,,,,,,,,,3.87,2.81,9,0.278,93,3.25,2.32,9.0,0.276,60.0
