game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,park_factor,away_woba,away_wrc_plus,away_obp,away_ops_plus,away_barrel,away_hard_hit,away_k_pct,away_bb_pct,away_babip,home_woba,home_wrc_plus,home_obp,home_ops_plus,home_barrel,home_hard_hit,home_k_pct,home_bb_pct,home_babip,away_last10_w,away_last10_l,home_last10_w,home_last10_l,home_pitcher_season_era,away_pitcher_season_era,home_pitcher_fip_vs_opp,home_pitcher_xfip_vs_opp,home_pitcher_season_xfip,away_hitters_with_history,away_lineup_avg_xwoba,away_total_abs,away_pitcher_fip_vs_opp,away_pitcher_xfip_vs_opp,away_pitcher_season_xfip,home_hitters_with_history,home_lineup_avg_xwoba,home_total_abs
824638,2026-08-28T18:20:00Z,CIN @ CHC,CHC,CIN,David Peterson,Rhett Lowder,656849,695076.0,1.02,,,,,,,,,,,,,,,,,,,4,6,4,6,5.17,5.13,3.38,2.77,3.69,10,0.341,78,6.81,6.74,4.08,11.0,0.514,27.0
824231,2026-08-28T22:40:00Z,LAD @ DET,DET,LAD,Drew Anderson,Tarik Skubal,623454,669373.0,0.99,,,,,,,,,,,,,,,,,,,6,4,2,8,4.09,2.91,,,3.12,3,0.721,3,13.26,12.54,2.23,3.0,0.464,15.0
822691,2026-08-28T22:45:00Z,MIA @ WSH,WSH,MIA,Jackson Kent,Eury Pérez,800600,691587.0,1.0,,,,,,,,,,,,,,,,,,,5,5,3,7,8.03,3.17,2.85,4.02,4.36,8,0.355,15,6.99,5.03,3.38,11.0,0.375,62.0
824396,2026-08-28T23:10:00Z,KC @ CLE,CLE,KC,Tanner Bibee,Michael Wacha,676440,608379.0,0.97,,,,,,,,,,,,,,,,,,,9,1,8,2,3.97,3.49,5.29,4.34,3.79,10,0.204,100,3.83,3.92,3.9,11.0,0.341,109.0
823583,2026-08-28T23:10:00Z,HOU @ NYM,NYM,HOU,Christian Scott,Hunter Brown,681035,686613.0,0.98,,,,,,,,,,,,,,,,,,,4,6,5,5,3.73,3.51,5.13,,3.34,4,0.269,7,2.38,1.6,3.61,9.0,0.268,65.0
822935,2026-08-28T23:10:00Z,SD @ TB,TB,SD,Shane McClanahan,Casey Mize,663556,663554.0,0.97,,,,,,,,,,,,,,,,,,,6,4,5,5,3.1,3.44,2.69,2.93,3.54,7,0.263,61,5.85,3.47,3.73,8.0,0.38,36.0
822769,2026-08-28T23:15:00Z,SEA @ TOR,TOR,SEA,Dylan Cease,TBD,656302,,1.0,,,,,,,,,,,,,,,,,,,6,4,4,6,2.37,,2.96,2.85,2.36,10,0.274,94,,,,,,
824877,2026-08-28T23:15:00Z,COL @ ATL,ATL,COL,Grant Holmes,Tomoyuki Sugano,656550,608372.0,0.98,,,,,,,,,,,,,,,,,,,2,8,5,5,3.64,4.96,1.5,1.13,4.08,10,0.26,38,2.28,,4.39,2.0,0.207,8.0
823504,2026-08-28T23:15:00Z,BOS @ NYY,NYY,BOS,Cam Schlittler,Patrick Sandoval,693645,663776.0,1.05,,,,,,,,,,,,,,,,,,,7,3,7,3,2.16,4.54,2.14,2.29,2.51,8,0.283,62,5.95,3.41,3.69,7.0,0.372,42.0
823744,2026-08-28T23:40:00Z,TEX @ MIL,MIL,TEX,Logan Henderson,Cody Bradford,701656,674003.0,1.0,,,,,,,,,,,,,,,,,,,5,5,7,3,2.6,3.05,,,2.7,1,,1,,,4.49,1.0,0.0,1.0
823666,2026-08-29T00:10:00Z,CWS @ MIN,MIN,CWS,Dean Kremer,Luis Castillo,665152,622491.0,1.01,,,,,,,,,,,,,,,,,,,5,5,4,6,5.22,5.19,2.87,3.04,3.74,12,0.272,54,3.26,3.16,3.82,11.0,0.305,125.0
823013,2026-08-29T00:15:00Z,PIT @ STL,STL,PIT,Quinn Mathews,Jared Jones,687273,683003.0,0.99,,,,,,,,,,,,,,,,,,,5,5,3,7,6.43,4.76,-1.9,-1.12,4.09,6,,6,3.63,4.42,3.24,3.0,0.236,6.0
823985,2026-08-29T01:38:00Z,PHI @ LAA,LAA,PHI,Reid Detmers,Andrew Painter,672282,691725.0,0.97,,,,,,,,,,,,,,,,,,,8,2,3,7,3.62,6.04,8.77,7.56,3.16,10,0.376,26,,,3.97,1.0,,1.0
824960,2026-08-29T01:40:00Z,BAL @ ATH,ATH,BAL,Jacob Lopez,Brandon Young,682052,687064.0,1.0,,,,,,,,,,,,,,,,,,,4,6,4,6,4.98,3.5,3.84,2.92,4.39,7,0.257,22,4.14,7.26,3.9,5.0,0.157,8.0
823178,2026-08-29T02:15:00Z,AZ @ SF,SF,AZ,Blade Tidwell,Kohl Drake,694918,684442.0,0.95,,,,,,,,,,,,,,,,,,,5,5,4,6,3.58,5.4,2.01,3.18,3.44,3,0.173,9,,,5.32,1.0,,1.0
