game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,away_hitters_with_history,away_lineup_avg_xwoba,home_hitters_with_history,home_lineup_avg_xwoba
824278,2026-05-16T17:10:00Z,TOR @ DET,DET,TOR,Casey Mize,Mason Fluharty,663554.0,689254,9.0,0.228,5,0.015
823060,2026-05-16T18:15:00Z,KC @ STL,STL,KC,Kyle Leahy,Noah Cameron,681517.0,702070,12.0,0.322,6,0.308
824359,2026-05-16T19:10:00Z,AZ @ COL,COL,AZ,Tomoyuki Sugano,Eduardo Rodriguez,608372.0,593958,1.0,0.316,8,0.276
822737,2026-05-16T20:05:00Z,BAL @ WSH,WSH,BAL,Cade Cavalli,Chris Bassitt,676917.0,605135,2.0,0.337,9,0.237
823382,2026-05-16T20:05:00Z,PHI @ PIT,PIT,PHI,Bubba Chandler,Cristopher Sánchez,696149.0,650911,0.0,,9,0.27
822981,2026-05-16T20:10:00Z,MIA @ TB,TB,MIA,Nick Martinez,Sandy Alcantara,607259.0,645261,9.0,0.241,6,0.357
824435,2026-05-16T22:10:00Z,CIN @ CLE,CLE,CIN,Joey Cantillo,Chris Paddack,676282.0,663978,7.0,0.105,9,0.239
824193,2026-05-16T23:10:00Z,TEX @ HOU,HOU,TEX,Kai-Wei Teng,Jacob deGrom,678906.0,594798,3.0,0.361,10,0.217
824600,2026-05-16T23:10:00Z,CHC @ CWS,CWS,CHC,Davis Martin,Jameson Taillon,663436.0,592791,7.0,0.489,9,0.231
823706,2026-05-16T23:10:00Z,MIL @ MIN,MIN,MIL,Connor Prielipp,Logan Henderson,687570.0,701656,0.0,,1,0.899
823139,2026-05-16T23:15:00Z,SD @ SEA,SEA,SD,Logan Gilbert,Walker Buehler,669302.0,621111,9.0,0.332,12,0.422
824924,2026-05-16T23:15:00Z,BOS @ ATL,ATL,BOS,Bryce Elder,Payton Tolle,693821.0,801139,11.0,0.272,4,
823627,2026-05-16T23:15:00Z,NYY @ NYM,NYM,NYY,TBD,Carlos Rodón,,607074,,,7,0.324
824038,2026-05-17T01:38:00Z,LAD @ LAA,LAA,LAD,José Soriano,Justin Wrobleski,667755.0,680736,13.0,0.28,10,0.209
825007,2026-05-17T01:40:00Z,SF @ ATH,ATH,SF,Luis Severino,Trevor McDonald,622663.0,686790,7.0,0.322,4,
