game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,park_factor,away_woba,away_wrc_plus,away_obp,away_ops_plus,away_barrel,away_hard_hit,away_k_pct,away_bb_pct,away_babip,home_woba,home_wrc_plus,home_obp,home_ops_plus,home_barrel,home_hard_hit,home_k_pct,home_bb_pct,home_babip,away_last10_w,away_last10_l,home_last10_w,home_last10_l,home_pitcher_season_era,away_pitcher_season_era,home_pitcher_fip_vs_opp,home_pitcher_xfip_vs_opp,home_pitcher_season_xfip,away_hitters_with_history,away_lineup_avg_xwoba,away_total_abs,away_pitcher_fip_vs_opp,away_pitcher_xfip_vs_opp,away_pitcher_season_xfip,home_hitters_with_history,home_lineup_avg_xwoba,home_total_abs
823746,2026-08-21T20:10:00Z,ATL @ MIL,MIL,ATL,Jacob Misiorowski,Chris Sale,694819,519242,1.0,,,,,,,,,,,,,,,,,,,4,6,6,4,1.68,2.2,2.3,3.54,1.78,8,0.231,19,0.73,1.39,2.48,9,0.217,88
823420,2026-08-21T22:40:00Z,STL @ PHI,PHI,STL,Jesús Luzardo,Hunter Dobbins,666200,690928,1.02,,,,,,,,,,,,,,,,,,,7,3,8,2,3.33,3.42,2.57,2.86,2.51,6,0.274,21,3.1,4.54,3.69,9,0.33,18
823510,2026-08-21T23:05:00Z,TOR @ NYY,NYY,TOR,Cam Schlittler,Mason Fluharty,693645,689254,1.05,,,,,,,,,,,,,,,,,,,7,3,6,4,2.19,3.71,3.31,3.69,2.43,11,0.31,93,5.59,5.94,3.2,9,0.281,25
824721,2026-08-21T23:10:00Z,SF @ BOS,BOS,SF,Sonny Gray,Logan Webb,543243,657277,1.03,,,,,,,,,,,,,,,,,,,3,7,4,6,2.65,3.5,6.2,5.52,3.28,7,0.391,64,4.18,3.91,3.18,9,0.311,35
823830,2026-08-21T23:10:00Z,WSH @ MIA,MIA,WSH,Ryan Gusto,Brad Lord,687473,695418,0.95,,,,,,,,,,,,,,,,,,,3,7,5,5,4.7,4.04,1.38,3.34,3.54,7,0.261,15,2.85,3.63,3.61,9,0.294,17
824800,2026-08-21T23:15:00Z,TB @ BAL,BAL,TB,Trevor Rogers,Freddy Peralta,669432,642547,1.01,,,,,,,,,,,,,,,,,,,5,5,4,6,4.15,5.27,3.48,3.94,3.42,11,0.354,71,3.9,3.97,3.83,11,0.351,55
824559,2026-08-21T23:40:00Z,NYM @ CWS,CWS,NYM,Sean Burke,Sean Manaea,680732,640455,0.97,,,,,,,,,,,,,,,,,,,7,3,5,5,3.15,4.22,2.53,4.41,3.34,4,0.323,8,4.65,4.43,3.73,5,0.205,54
824072,2026-08-22T00:10:00Z,DET @ KC,KC,DET,Noah Cameron,Troy Melton,702070,675512,0.98,,,,,,,,,,,,,,,,,,,4,6,6,4,4.16,1.49,2.15,3.13,3.65,8,0.352,23,9.1,5.53,3.39,8,0.404,20
824152,2026-08-22T00:10:00Z,ATH @ HOU,HOU,ATH,Hayden Wesneski,J.T. Ginn,669713,669372,1.03,,,,,,,,,,,,,,,,,,,2,8,4,6,5.16,3.53,,,3.92,3,0.702,4,4.02,3.45,3.87,11,0.298,38
822857,2026-08-22T00:15:00Z,LAA @ TEX,TEX,LAA,MacKenzie Gore,Reid Detmers,669022,672282,1.02,,,,,,,,,,,,,,,,,,,6,4,4,6,4.45,3.78,3.24,3.12,3.38,13,0.257,81,5.11,2.65,3.17,11,0.272,107
824317,2026-08-22T00:40:00Z,CLE @ COL,COL,CLE,Tanner Gordon,Joey Cantillo,685299,676282,1.22,,,,,,,,,,,,,,,,,,,4,6,4,6,5.55,3.8,3.56,6.91,3.62,5,0.34,13,2.28,2.7,3.45,6,0.251,14
825045,2026-08-22T01:40:00Z,CIN @ AZ,AZ,CIN,Eduardo Rodriguez,Nick Lodolo,593958,666157,1.05,,,,,,,,,,,,,,,,,,,4,6,5,5,2.71,4.52,3.67,4.36,4.05,10,0.266,58,4.64,3.48,4.13,10,0.245,44
823262,2026-08-22T01:40:00Z,MIN @ SD,SD,MIN,Randy Vásquez,Connor Prielipp,681190,687570,0.95,,,,,,,,,,,,,,,,,,,5,5,7,3,4.3,5.34,,,4.28,1,0.976,2,,,3.7,1,0.043,3
823911,2026-08-22T02:10:00Z,PIT @ LAD,LAD,PIT,Yoshinobu Yamamoto,Bubba Chandler,808967,696149,0.96,,,,,,,,,,,,,,,,,,,5,5,7,3,2.6,4.23,1.23,2.08,2.89,6,0.198,15,15.14,3.7,4.31,6,0.67,12
823101,2026-08-22T02:10:00Z,CHC @ SEA,SEA,CHC,Emerson Hancock,Matthew Boyd,676106,571510,0.97,,,,,,,,,,,,,,,,,,,6,4,4,6,3.3,4.02,6.39,3.94,3.28,10,0.353,48,3.43,2.92,3.79,10,0.29,39
