game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,away_hitters_with_history,away_lineup_avg_xwoba,home_hitters_with_history,home_lineup_avg_xwoba
824852,2026-04-26T17:35:00Z,BOS @ BAL,BAL,BOS,Kyle Bradish,Connelly Early,680694,813349.0,10,0.253,0.0,
824934,2026-04-26T17:35:00Z,PHI @ ATL,ATL,PHI,Chris Sale,Aaron Nola,519242,605400.0,12,0.22,12.0,0.31
822824,2026-04-26T17:37:00Z,CLE @ TOR,TOR,CLE,Patrick Corbin,Slade Cecconi,571578,677944.0,9,0.321,1.0,0.282
824528,2026-04-26T17:40:00Z,DET @ CIN,CIN,DET,Rhett Lowder,Keider Montero,695076,672456.0,0,,6.0,0.401
823635,2026-04-26T17:40:00Z,COL @ NYM,NYM,COL,Nolan McLean,Jose Quintana,690997,500779.0,0,,10.0,0.356
823637,2026-04-26T17:45:00Z,COL @ NYM,NYM,COL,Kodai Senga,TBD,673540,,10,0.33,,
822991,2026-04-26T17:40:00Z,MIN @ TB,TB,MIN,Jesse Scholtens,Simeon Woods Richardson,669947,680573.0,8,0.334,12.0,0.425
824612,2026-04-26T18:10:00Z,WSH @ CWS,CWS,WSH,Bryan Hudson,Foster Griffin,663542,656492.0,8,0.211,0.0,
824202,2026-04-26T18:10:00Z,NYY @ HOU,HOU,NYY,Spencer Arrighetti,Luis Gil,681293,661563.0,8,0.455,7.0,0.22
823797,2026-04-26T18:10:00Z,PIT @ MIL,MIL,PIT,Kyle Harrison,Carmen Mlodzinski,690986,669387.0,6,0.155,8.0,0.355
823068,2026-04-26T18:15:00Z,SEA @ STL,STL,SEA,Michael McGreevy,Emerson Hancock,700241,676106.0,7,0.198,5.0,0.199
822911,2026-04-26T18:35:00Z,ATH @ TEX,TEX,ATH,Kumar Rocker,J.T. Ginn,677958,669372.0,10,0.341,12.0,0.4
825094,2026-04-26T20:05:00Z,SD @ AZ,AZ,SD,Ryne Nelson,Michael King,669194,650633.0,11,0.348,10.0,0.302
823230,2026-04-26T20:05:00Z,MIA @ SF,SF,MIA,Landen Roupp,Max Meyer,694738,676974.0,1,0.73,2.0,0.279
823959,2026-04-26T20:10:00Z,CHC @ LAD,LAD,CHC,Justin Wrobleski,Shota Imanaga,680736,684007.0,4,0.616,8.0,0.375
824122,2026-04-26T23:20:00Z,LAA @ KC,KC,LAA,Seth Lugo,Reid Detmers,607625,672282.0,10,0.201,9.0,0.357
