game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,away_hitters_with_history,away_lineup_avg_xwoba,home_hitters_with_history,home_lineup_avg_xwoba
824851,2026-04-25T16:05:00Z,BOS @ BAL,BAL,BOS,Trevor Rogers,Garrett Crochet,669432,676979,11,0.254,8,0.265
823070,2026-04-25T18:15:00Z,SEA @ STL,STL,SEA,Matthew Liberatore,Bryan Woo,669461,693433,9,0.38,7,0.182
822826,2026-04-25T19:07:00Z,CLE @ TOR,TOR,CLE,Kevin Gausman,Joey Cantillo,592332,676282,10,0.258,3,0.343
823229,2026-04-25T20:05:00Z,MIA @ SF,SF,MIA,Robbie Ray,Eury Pérez,592662,691587,8,0.175,4,0.378
822989,2026-04-25T20:10:00Z,MIN @ TB,TB,MIN,Shane McClanahan,Bailey Ober,663556,641927,3,0.267,10,0.306
824613,2026-04-25T20:10:00Z,WSH @ CWS,CWS,WSH,Noah Schultz,Jake Irvin,702273,663623,0,,5,0.405
825093,2026-04-25T22:05:00Z,SD @ AZ,AZ,SD,Zac Gallen,Germán Márquez,668678,608566,12,0.364,8,0.285
822910,2026-04-25T23:05:00Z,ATH @ TEX,TEX,ATH,MacKenzie Gore,Jeffrey Springs,669022,605488,11,0.39,11,0.283
824121,2026-04-25T23:10:00Z,LAA @ KC,KC,LAA,Cole Ragans,Walbert Urena,666142,700712,9,0.273,5,
824203,2026-04-25T23:10:00Z,NYY @ HOU,HOU,NYY,Mike Burrows,Ryan Weathers,681347,677960,4,0.323,6,0.388
823799,2026-04-25T23:10:00Z,PIT @ MIL,MIL,PIT,Jacob Misiorowski,Mitch Keller,694819,656605,6,0.173,9,0.319
824527,2026-04-25T23:15:00Z,DET @ CIN,CIN,DET,Brady Singer,Jack Flaherty,663903,656427,10,0.348,10,0.377
823960,2026-04-25T23:15:00Z,CHC @ LAD,LAD,CHC,Roki Sasaki,Colin Rea,808963,607067,9,0.314,10,0.416
824933,2026-04-25T23:15:00Z,PHI @ ATL,ATL,PHI,Bryce Elder,Zack Wheeler,693821,554430,10,0.344,11,0.254
823637,2026-04-25T20:10:00Z,COL @ NYM,NYM,COL,Kodai Senga,Jose Quintana,673540,500779,10,0.331,10,0.356
