game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,park_factor,away_woba,away_wrc_plus,away_obp,away_ops_plus,away_barrel,away_hard_hit,away_k_pct,away_bb_pct,away_babip,home_woba,home_wrc_plus,home_obp,home_ops_plus,home_barrel,home_hard_hit,home_k_pct,home_bb_pct,home_babip,away_last10_w,away_last10_l,home_last10_w,home_last10_l,home_pitcher_fip_vs_opp,home_pitcher_xfip_vs_opp,away_hitters_with_history,away_lineup_avg_xwoba,away_total_abs,away_pitcher_fip_vs_opp,away_pitcher_xfip_vs_opp,home_hitters_with_history,home_lineup_avg_xwoba,home_total_abs
823518,2026-07-22T17:05:00Z,PIT @ NYY,NYY,PIT,Gerrit Cole,Mitch Keller,543037.0,656605,1.05,,,,,,,,,,,,,,,,,,,6,4,6,4,3.27,2.8,5.0,0.262,62.0,4.42,4.73,10,0.427,72
823519,2026-07-22T23:05:00Z,PIT @ NYY,NYY,PIT,Max Fried,Bubba Chandler,608331.0,696149,1.05,,,,,,,,,,,,,,,,,,,6,4,6,4,2.11,2.44,11.0,0.29,63.0,6.1,7.27,8,,6
824735,2026-07-22T17:35:00Z,BAL @ BOS,BOS,BAL,Jake Bennett,Dean Kremer,687562.0,665152,1.03,,,,,,,,,,,,,,,,,,,7,3,10,0,,,0.0,,0.0,2.61,2.49,9,0.335,56
824732,2026-07-22T23:10:00Z,BAL @ BOS,BOS,BAL,TBD,Kyle Bradish,,680694,1.03,,,,,,,,,,,,,,,,,,,7,3,10,0,,,,,,7.2,3.25,9,0.394,37
824083,2026-07-22T18:10:00Z,SF @ KC,KC,SF,Seth Lugo,Landen Roupp,607625.0,694738,0.98,,,,,,,,,,,,,,,,,,,4,6,4,6,10.01,5.93,5.0,0.346,26.0,9.13,4.92,5,0.527,9
823761,2026-07-22T18:10:00Z,NYM @ MIL,MIL,NYM,Logan Henderson,Christian Scott,701656.0,681035,1.0,,,,,,,,,,,,,,,,,,,5,5,5,5,,,0.0,,0.0,,,0,,0
824327,2026-07-22T19:10:00Z,WSH @ COL,COL,WSH,Gabriel Hughes,Cade Cavalli,687312.0,676917,1.22,,,,,,,,,,,,,,,,,,,4,6,3,7,,,0.0,,0.0,3.1,,1,0.41,3
825055,2026-07-22T19:40:00Z,ATH @ AZ,AZ,ATH,Merrill Kelly,Gage Jump,518876.0,695611,1.05,,,,,,,,,,,,,,,,,,,2,8,7,3,5.69,3.1,8.0,0.334,35.0,,,0,,0
823110,2026-07-22T19:40:00Z,CIN @ SEA,SEA,CIN,Emerson Hancock,Brady Singer,676106.0,663903,0.97,,,,,,,,,,,,,,,,,,,5,5,4,6,2.19,3.98,6.0,0.255,22.0,4.92,3.47,8,0.351,85
824004,2026-07-22T20:07:00Z,STL @ LAA,LAA,STL,Reid Detmers,Hunter Dobbins,672282.0,690928,0.97,,,,,,,,,,,,,,,,,,,4,6,5,5,0.13,,7.0,0.289,16.0,5.83,3.98,7,0.406,14
824408,2026-07-22T22:40:00Z,MIN @ CLE,CLE,MIN,Slade Cecconi,Bailey Ober,677944.0,641927,0.97,,,,,,,,,,,,,,,,,,,4,6,7,3,1.66,2.52,11.0,0.323,34.0,2.91,3.58,12,0.245,85
823438,2026-07-22T22:40:00Z,LAD @ PHI,PHI,LAD,Aaron Nola,Eric Lauer,605400.0,641778,1.02,,,,,,,,,,,,,,,,,,,4,6,5,5,4.11,3.82,10.0,0.289,159.0,4.38,3.38,12,0.272,55
822784,2026-07-22T23:07:00Z,TB @ TOR,TOR,TB,Braydon Fisher,Griffin Jax,680755.0,643377,1.0,,,,,,,,,,,,,,,,,,,4,6,4,6,2.98,3.27,11.0,0.218,31.0,5.71,5.54,10,0.399,63
824896,2026-07-22T23:15:00Z,SD @ ATL,ATL,SD,Martín Pérez,Michael King,527048.0,650633,0.98,,,,,,,,,,,,,,,,,,,5,5,6,4,4.29,5.65,10.0,0.297,68.0,2.21,2.34,10,0.278,75
822873,2026-07-23T00:05:00Z,CWS @ TEX,TEX,CWS,Tyler Alexander,Anthony Kay,641302.0,641743,1.02,,,,,,,,,,,,,,,,,,,6,4,5,5,4.05,3.99,3.0,0.176,20.0,2.17,3.98,3,0.183,9
824650,2026-07-23T00:10:00Z,DET @ CHC,CHC,DET,Colin Rea,Keider Montero,607067.0,672456,1.02,,,,,,,,,,,,,,,,,,,6,4,6,4,2.88,4.66,5.0,0.153,13.0,11.18,4.7,8,0.343,18
824166,2026-07-23T00:10:00Z,MIA @ HOU,HOU,MIA,Peter Lambert,Sandy Alcantara,663567.0,645261,1.03,,,,,,,,,,,,,,,,,,,2,8,4,6,,,1.0,,1.0,2.47,2.53,11,0.316,63
