game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,park_factor,away_woba,away_wrc_plus,away_obp,away_ops_plus,away_barrel,away_hard_hit,away_k_pct,away_bb_pct,away_babip,home_woba,home_wrc_plus,home_obp,home_ops_plus,home_barrel,home_hard_hit,home_k_pct,home_bb_pct,home_babip,home_pitcher_fip_vs_opp,home_pitcher_xfip_vs_opp,away_hitters_with_history,away_lineup_avg_xwoba,away_total_abs,away_pitcher_fip_vs_opp,away_pitcher_xfip_vs_opp,home_hitters_with_history,home_lineup_avg_xwoba,home_total_abs
822786,2026-07-19T16:15:00Z,CWS @ TOR,TOR,CWS,Trey Yesavage,Sean Burke,702056.0,680732,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,4.42,3.68,9,0.349,32
823523,2026-07-19T16:35:00Z,LAD @ NYY,NYY,LAD,Cam Schlittler,Yoshinobu Yamamoto,693645.0,808967,1.05,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,4.59,2.84,9,0.413,41
823521,2026-07-19T23:20:00Z,LAD @ NYY,NYY,LAD,TBD,Will Klein,,694361,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,1
824739,2026-07-19T17:35:00Z,TB @ BOS,BOS,TB,Sonny Gray,Shane McClanahan,543243.0,663556,1.03,,,,,,,,,,,,,,,,,,,3.73,3.13,8.0,0.28,37.0,0.58,1.4,10,0.223,28
823439,2026-07-19T17:35:00Z,NYM @ PHI,PHI,NYM,Alan Rangel,Nolan McLean,660604.0,690997,1.02,,,,,,,,,,,,,,,,,,,3.1,5.97,8.0,0.302,15.0,2.35,3.37,7,0.263,28
824897,2026-07-19T17:35:00Z,TEX @ ATL,ATL,TEX,Grant Holmes,Nathan Eovaldi,656550.0,543135,0.98,,,,,,,,,,,,,,,,,,,6.33,2.22,7.0,0.427,22.0,2.44,3.33,8,0.342,61
824411,2026-07-19T17:40:00Z,PIT @ CLE,CLE,PIT,Joey Cantillo,Paul Skenes,676282.0,694973,0.97,,,,,,,,,,,,,,,,,,,1.6,2.62,2.0,0.202,4.0,6.1,3.02,5,0.359,14
824168,2026-07-19T18:10:00Z,BAL @ HOU,HOU,BAL,Hunter Brown,Brandon Young,686613.0,687064,1.03,,,,,,,,,,,,,,,,,,,5.2,4.22,7.0,0.354,42.0,8.24,4.13,8,0.415,37
824086,2026-07-19T18:10:00Z,SD @ KC,KC,SD,Noah Cameron,Germán Márquez,702070.0,608566,0.98,,,,,,,,,,,,,,,,,,,5.16,4.26,7.0,0.452,22.0,4.78,3.48,11,0.308,60
823764,2026-07-19T18:10:00Z,MIA @ MIL,MIL,MIA,Robert Gasser,Eury Pérez,688107.0,691587,1.0,,,,,,,,,,,,,,,,,,,3.13,3.13,2.0,0.297,4.0,0.8,1.62,9,0.254,32
824653,2026-07-19T18:20:00Z,MIN @ CHC,CHC,MIN,Shota Imanaga,Zebby Matthews,684007.0,805673,1.02,,,,,,,,,,,,,,,,,,,7.75,3.64,5.0,0.391,17.0,,,1,,1
824330,2026-07-19T19:10:00Z,CIN @ COL,COL,CIN,Ryan Feltner,Hunter Greene,663372.0,668881,1.22,,,,,,,,,,,,,,,,,,,3.94,3.55,11.0,0.347,48.0,2.23,1.3,6,0.161,26
824978,2026-07-19T20:05:00Z,WSH @ ATH,ATH,WSH,Jacob Lopez,Foster Griffin,682052.0,656492,1.0,,,,,,,,,,,,,,,,,,,1.17,1.46,6.0,0.184,15.0,,,1,0.132,2
824007,2026-07-19T20:07:00Z,DET @ LAA,LAA,DET,Ryan Johnson,Casey Mize,696270.0,663554,0.97,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,4.03,2.72,12,0.18,60
823113,2026-07-19T20:10:00Z,SF @ SEA,SEA,SF,Logan Gilbert,Robbie Ray,669302.0,592662,0.97,,,,,,,,,,,,,,,,,,,9.12,4.33,6.0,0.31,31.0,2.36,3.19,8,0.277,57
825057,2026-07-19T20:10:00Z,STL @ AZ,AZ,STL,Eduardo Rodriguez,Andre Pallante,593958.0,669467,1.05,,,,,,,,,,,,,,,,,,,2.94,4.02,9.0,0.278,22.0,2.58,2.87,10,0.272,43
