game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,away_hitters_with_history,away_lineup_avg_xwoba,home_hitters_with_history,home_lineup_avg_xwoba
823462,2026-05-20T17:05:00Z,CIN @ PHI,PHI,CIN,Aaron Nola,Andrew Abbott,605400.0,671096,7.0,0.366,10,0.368
822977,2026-05-20T17:10:00Z,BAL @ TB,TB,BAL,Steven Matz,Shane Baz,571927.0,669358,12.0,0.319,2,0.163
823703,2026-05-20T17:40:00Z,HOU @ MIN,MIN,HOU,Joe Ryan,Mike Burrows,657746.0,681347,10.0,0.206,6,0.595
824355,2026-05-20T19:10:00Z,TEX @ COL,COL,TEX,Kyle Freeland,Jack Leiter,607536.0,683004,11.0,0.294,8,0.44
825084,2026-05-20T19:40:00Z,SF @ AZ,AZ,SF,Merrill Kelly,Tyler Mahle,518876.0,641816,7.0,0.39,5,0.222
823134,2026-05-20T20:10:00Z,CWS @ SEA,SEA,CWS,Emerson Hancock,Sean Burke,676106.0,680732,10.0,0.39,9,0.546
824273,2026-05-20T22:40:00Z,CLE @ DET,DET,CLE,TBD,Tanner Bibee,,676440,,,9,0.314
823866,2026-05-20T22:40:00Z,ATL @ MIA,MIA,ATL,Janson Junk,Chris Sale,676083.0,519242,7.0,0.233,3,0.323
822735,2026-05-20T22:45:00Z,NYM @ WSH,WSH,NYM,Zack Littell,Zach Thornton,641793.0,804267,11.0,0.434,0,
823547,2026-05-20T23:05:00Z,TOR @ NYY,NYY,TOR,Cam Schlittler,Trey Yesavage,693645.0,702056,9.0,0.342,8,0.106
824111,2026-05-20T23:40:00Z,BOS @ KC,KC,BOS,Michael Wacha,Connelly Early,608379.0,813349,8.0,0.209,0,
824678,2026-05-20T23:40:00Z,MIL @ CHC,CHC,MIL,Edward Cabrera,Kyle Harrison,665795.0,690986,10.0,0.353,4,0.13
823057,2026-05-20T23:45:00Z,PIT @ STL,STL,PIT,Michael McGreevy,Carmen Mlodzinski,700241.0,669387,5.0,0.442,10,0.286
823299,2026-05-21T00:40:00Z,LAD @ SD,SD,LAD,Randy Vásquez,Shohei Ohtani,681190.0,660271,11.0,0.324,8,0.4
824032,2026-05-21T01:38:00Z,ATH @ LAA,LAA,ATH,Jack Kochanowicz,Aaron Civale,686799.0,650644,8.0,0.381,11,0.29
