game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,away_hitters_with_history,away_lineup_avg_xwoba,home_hitters_with_history,home_lineup_avg_xwoba
824693,2026-04-17T18:20:00Z,NYM @ CHC,CHC,NYM,Edward Cabrera,Kodai Senga,665795,673540.0,9,0.265,7.0,0.278
824454,2026-04-17T22:10:00Z,BAL @ CLE,CLE,BAL,Tanner Bibee,Chris Bassitt,676440,605135.0,6,0.288,9.0,0.32
823476,2026-04-17T22:40:00Z,ATL @ PHI,PHI,ATL,Taijuan Walker,Martín Pérez,592836,527048.0,12,0.378,12.0,0.41
822752,2026-04-17T22:45:00Z,SF @ WSH,WSH,SF,Zack Littell,Logan Webb,641793,657277.0,6,0.318,7.0,0.306
823397,2026-04-17T22:45:00Z,TB @ PIT,PIT,TB,Bubba Chandler,Nick Martinez,696149,607259.0,0,,9.0,0.292
823559,2026-04-17T23:05:00Z,KC @ NYY,NYY,KC,Cam Schlittler,Michael Wacha,693645,608379.0,0,,0.0,
823883,2026-04-17T23:10:00Z,MIL @ MIA,MIA,MIL,Janson Junk,TBD,676083,,5,0.216,,
824778,2026-04-17T23:15:00Z,DET @ BOS,BOS,DET,Ranger Suarez,Casey Mize,624133,663554.0,10,0.311,10.0,0.304
824207,2026-04-18T00:10:00Z,STL @ HOU,HOU,STL,Peter Lambert,Kyle Leahy,663567,681517.0,10,,12.0,0.333
823720,2026-04-18T00:10:00Z,CIN @ MIN,MIN,CIN,Joe Ryan,Brandon Williamson,657746,682227.0,9,0.284,2.0,0.172
824373,2026-04-18T00:40:00Z,LAD @ COL,COL,LAD,Tomoyuki Sugano,Tyler Glasnow,608372,607192.0,6,0.414,0.0,
824048,2026-04-18T01:38:00Z,SD @ LAA,LAA,SD,José Soriano,Matt Waldron,667755,663362.0,12,0.289,6.0,0.247
823152,2026-04-18T01:40:00Z,TEX @ SEA,SEA,TEX,Logan Gilbert,Jacob deGrom,669302,594798.0,13,0.24,13.0,0.311
825101,2026-04-18T01:40:00Z,TOR @ AZ,AZ,TOR,Michael Soroka,Eric Lauer,647336,641778.0,9,0.359,8.0,0.256
825019,2026-04-18T01:40:00Z,CWS @ ATH,ATH,CWS,Aaron Civale,Davis Martin,650644,663436.0,0,,10.0,0.24
