game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,home_pitcher_fip_vs_opp,away_hitters_with_history,away_lineup_avg_xwoba,away_total_abs,away_pitcher_fip_vs_opp,home_hitters_with_history,home_lineup_avg_xwoba,home_total_abs
824269,2026-06-06T17:10:00Z,SEA @ DET,DET,SEA,Keider Montero,Bryce Miller,672456.0,682243,6.1,9.0,0.369,27.0,1.85,10,0.379,55
823697,2026-06-06T18:10:00Z,KC @ MIN,MIN,KC,Joe Ryan,Luinder Avila,657746.0,679883,3.28,11.0,0.366,94.0,-1.4,4,0.045,4
823048,2026-06-06T18:15:00Z,CIN @ STL,STL,CIN,Matthew Liberatore,Nick Lodolo,669461.0,666157,5.57,12.0,0.392,44.0,1.13,7,0.238,17
824669,2026-06-06T18:20:00Z,SF @ CHC,CHC,SF,Ben Brown,Landen Roupp,676962.0,694738,1.5,7.0,0.249,19.0,3.62,9,0.393,35
822808,2026-06-06T19:07:00Z,BAL @ TOR,TOR,BAL,TBD,Kyle Bradish,,680694,,,,,4.71,12,0.281,64
823454,2026-06-06T20:05:00Z,CWS @ PHI,PHI,CWS,Andrew Painter,Brandon Eisert,691725.0,685126,,0.0,,0.0,14.1,4,0.647,4
825075,2026-06-06T20:10:00Z,WSH @ AZ,AZ,WSH,Eduardo Rodriguez,Zack Littell,593958.0,641793,1.46,8.0,0.243,24.0,6.93,8,0.393,38
824184,2026-06-06T20:10:00Z,ATH @ HOU,HOU,ATH,Tatsuya Imai,Kade Morris,837227.0,695034,0.85,6.0,0.201,13.0,,0,,0
824915,2026-06-06T20:10:00Z,PIT @ ATL,ATL,PIT,Spencer Strider,Braxton Ashcraft,675911.0,677952,2.46,10.0,0.301,38.0,,2,0.265,2
823859,2026-06-06T20:10:00Z,TB @ MIA,MIA,TB,Lake Bachar,Shane McClanahan,669199.0,663556,4.3,8.0,0.651,10.0,,1,0.559,2
822891,2026-06-06T23:35:00Z,CLE @ TEX,TEX,CLE,Jack Leiter,Tanner Bibee,683004.0,676440,1.3,8.0,0.14,36.0,4.65,11,0.376,39
823539,2026-06-06T23:35:00Z,BOS @ NYY,NYY,BOS,Will Warren,Ranger Suarez,701542.0,624133,5.24,8.0,0.377,38.0,3.75,12,0.288,92
824351,2026-06-07T01:10:00Z,MIL @ COL,COL,MIL,TBD,Jacob Misiorowski,,694819,,,,,1.43,6,0.15,11
823942,2026-06-07T02:10:00Z,LAA @ LAD,LAD,LAA,Yoshinobu Yamamoto,Jack Kochanowicz,808967.0,686799,6.1,8.0,0.386,16.0,5.02,12,0.365,56
823292,2026-06-07T02:10:00Z,NYM @ SD,SD,NYM,Griffin Canning,Nolan McLean,656288.0,690997,5.8,6.0,0.473,39.0,,0,,0
