game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,home_pitcher_fip_vs_opp,away_hitters_with_history,away_lineup_avg_xwoba,away_total_abs,away_pitcher_fip_vs_opp,home_hitters_with_history,home_lineup_avg_xwoba,home_total_abs
822970,2026-06-10T17:10:00Z,BOS @ TB,TB,BOS,Drew Rasmussen,Jake Bennett,656876.0,687562.0,1.88,13.0,0.212,49.0,3.33,8.0,0.268,18.0
824428,2026-06-10T17:10:00Z,NYY @ CLE,CLE,NYY,Parker Messick,Carlos Rodón,800048.0,607074.0,,0.0,,0.0,3.74,10.0,0.243,97.0
823215,2026-06-10T19:45:00Z,WSH @ SF,SF,WSH,Robbie Ray,Foster Griffin,592662.0,656492.0,2.86,8.0,0.263,30.0,1.12,3.0,0.312,4.0
823287,2026-06-10T20:10:00Z,CIN @ SD,SD,CIN,Michael King,Brady Singer,650633.0,663903.0,3.75,8.0,0.339,37.0,3.59,6.0,0.19,45.0
824831,2026-06-10T22:35:00Z,SEA @ BAL,BAL,SEA,Brandon Young,George Kirby,687064.0,669923.0,,0.0,,0.0,4.16,10.0,0.282,90.0
823372,2026-06-10T22:40:00Z,LAD @ PIT,PIT,LAD,Jared Jones,Shohei Ohtani,683003.0,660271.0,1.88,6.0,0.35,15.0,5.59,8.0,0.276,20.0
824266,2026-06-10T22:40:00Z,MIN @ DET,DET,MIN,Framber Valdez,TBD,664285.0,,2.62,11.0,0.299,58.0,,,,
823856,2026-06-10T22:40:00Z,AZ @ MIA,MIA,AZ,Ryan Gusto,Ryne Nelson,687473.0,669194.0,,0.0,,0.0,2.06,4.0,0.291,16.0
822804,2026-06-10T23:07:00Z,PHI @ TOR,TOR,PHI,Max Scherzer,Jesús Luzardo,453286.0,666200.0,3.67,12.0,0.265,132.0,5.31,6.0,0.314,26.0
823618,2026-06-10T23:10:00Z,STL @ NYM,NYM,STL,Austin Warren,Andre Pallante,681810.0,669467.0,3.13,5.0,0.511,7.0,3.87,11.0,0.251,54.0
824103,2026-06-10T23:40:00Z,TEX @ KC,KC,TEX,Seth Lugo,MacKenzie Gore,607625.0,669022.0,4.07,13.0,0.285,101.0,2.29,12.0,0.261,57.0
824590,2026-06-10T23:40:00Z,ATL @ CWS,CWS,ATL,TBD,Chris Sale,,519242.0,,,,,5.34,2.0,0.16,22.0
824348,2026-06-11T00:40:00Z,CHC @ COL,COL,CHC,Michael Lorenzen,Shota Imanaga,547179.0,684007.0,5.76,6.0,0.296,38.0,2.27,3.0,0.164,14.0
824996,2026-06-11T01:05:00Z,MIL @ ATH,ATH,MIL,Jack Perkins,Brandon Sproat,678022.0,687075.0,,0.0,,0.0,,1.0,0.334,2.0
824022,2026-06-11T01:38:00Z,HOU @ LAA,LAA,HOU,Reid Detmers,Peter Lambert,672282.0,663567.0,3.47,9.0,0.284,72.0,1.85,8.0,0.216,8.0
