game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,away_hitters_with_history,away_lineup_avg_xwoba,home_hitters_with_history,home_lineup_avg_xwoba
823868,2026-05-10T16:15:00Z,WSH @ MIA,MIA,WSH,Sandy Alcantara,Cade Cavalli,645261,676917,10,0.303,6,0.307
824845,2026-05-10T17:35:00Z,ATH @ BAL,BAL,ATH,Chris Bassitt,Luis Severino,605135,622663,8,0.37,8,0.351
824765,2026-05-10T17:35:00Z,TB @ BOS,BOS,TB,Payton Tolle,Nick Martinez,801139,607259,3,0.501,11,0.37
823463,2026-05-10T17:35:00Z,COL @ PHI,PHI,COL,Cristopher Sánchez,Tomoyuki Sugano,650911,608372,7,0.318,9,0.319
822819,2026-05-10T17:37:00Z,LAA @ TOR,TOR,LAA,Spencer Miles,José Soriano,693686,667755,5,0.397,11,0.29
824520,2026-05-10T17:40:00Z,HOU @ CIN,CIN,HOU,Andrew Abbott,Kai-Wei Teng,671096,678906,5,0.203,1,0.0
824440,2026-05-10T17:40:00Z,MIN @ CLE,CLE,MIN,Gavin Williams,Andrew Morris,668909,702193,10,0.294,0,
824605,2026-05-10T18:10:00Z,SEA @ CWS,CWS,SEA,Davis Martin,Logan Gilbert,663436,669302,12,0.475,9,0.225
823793,2026-05-10T18:10:00Z,NYY @ MIL,MIL,NYY,Logan Henderson,Carlos Rodón,701656,607074,1,0.174,12,0.303
822902,2026-05-10T18:35:00Z,CHC @ TEX,TEX,CHC,Jacob deGrom,Jameson Taillon,594798,592791,10,0.199,8,0.322
823221,2026-05-10T20:05:00Z,PIT @ SF,SF,PIT,Tyler Mahle,Bubba Chandler,641816,696149,7,0.323,0,
825085,2026-05-10T20:10:00Z,NYM @ AZ,AZ,NYM,Eduardo Rodriguez,Huascar Brazobán,593958,623211,12,0.349,10,0.35
823305,2026-05-10T20:10:00Z,STL @ SD,SD,STL,Walker Buehler,Kyle Leahy,621111,681517,5,0.492,10,0.246
823954,2026-05-10T20:10:00Z,ATL @ LAD,LAD,ATL,Justin Wrobleski,Bryce Elder,680736,693821,5,0.254,10,0.368
824113,2026-05-10T23:20:00Z,DET @ KC,KC,DET,Noah Cameron,Brenan Hanifee,702070,669724,0,,7,0.379
