game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,away_hitters_with_history,away_lineup_avg_xwoba,home_hitters_with_history,home_lineup_avg_xwoba
824447,2026-04-28T22:10:00Z,TB @ CLE,CLE,TB,Tanner Bibee,Nick Martinez,676440,607259,10,0.244,8,0.436
824849,2026-04-28T22:35:00Z,HOU @ BAL,BAL,HOU,Shane Baz,Kai-Wei Teng,669358,678906,8,0.537,2,0.93
824526,2026-04-28T22:40:00Z,COL @ CIN,CIN,COL,Chase Burns,Kyle Freeland,695505,607536,6,0.203,12,0.277
823390,2026-04-28T22:40:00Z,STL @ PIT,PIT,STL,Braxton Ashcraft,Kyle Leahy,677952,681517,7,0.197,11,0.403
823473,2026-04-28T22:40:00Z,SF @ PHI,PHI,SF,Jesús Luzardo,Tyler Mahle,666200,641816,8,0.346,12,0.228
822823,2026-04-28T23:07:00Z,BOS @ TOR,TOR,BOS,Trey Yesavage,Payton Tolle,702056,801139,0,,1,0.354
823636,2026-04-28T23:10:00Z,WSH @ NYM,NYM,WSH,Clay Holmes,Zack Littell,605280,641793,10,0.25,11,0.34
824931,2026-04-28T23:15:00Z,DET @ ATL,ATL,DET,Martín Pérez,Casey Mize,527048,663554,11,0.345,12,0.348
823716,2026-04-28T23:40:00Z,SEA @ MIN,MIN,SEA,Joe Ryan,Logan Gilbert,657746,669302,10,0.352,9,0.224
824610,2026-04-28T23:40:00Z,LAA @ CWS,CWS,LAA,Davis Martin,José Soriano,663436,667755,8,0.322,8,0.335
823798,2026-04-28T23:40:00Z,AZ @ MIL,MIL,AZ,Chad Patrick,Merrill Kelly,694477,518876,6,0.377,11,0.223
822908,2026-04-29T00:05:00Z,NYY @ TEX,TEX,NYY,Jacob deGrom,Cam Schlittler,594798,693645,12,0.35,0,
825017,2026-04-29T01:40:00Z,KC @ ATH,ATH,KC,Aaron Civale,Kris Bubic,650644,663460,13,0.358,2,0.28
823310,2026-04-29T01:40:00Z,CHC @ SD,SD,CHC,Walker Buehler,Edward Cabrera,621111,665795,10,0.311,11,0.307
823956,2026-04-29T02:10:00Z,MIA @ LAD,LAD,MIA,Shohei Ohtani,Janson Junk,660271,676083,2,0.215,3,0.09
