game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,away_hitters_with_history,away_lineup_avg_xwoba,home_hitters_with_history,home_lineup_avg_xwoba
822750,2026-04-19T17:35:00Z,SF @ WSH,WSH,SF,Miles Mikolas,Robbie Ray,571945,592662,7,0.432,4,0.149
823393,2026-04-19T17:35:00Z,TB @ PIT,PIT,TB,Mitch Keller,Shane McClanahan,656605,663556,11,0.36,9,0.367
823556,2026-04-19T17:35:00Z,KC @ NYY,NYY,KC,Ryan Weathers,Cole Ragans,677960,666142,7,0.348,9,0.235
824452,2026-04-19T17:40:00Z,BAL @ CLE,CLE,BAL,Joey Cantillo,Trevor Rogers,676282,669432,5,0.43,7,0.414
823881,2026-04-19T17:40:00Z,MIL @ MIA,MIA,MIL,Eury Pérez,Jacob Misiorowski,691587,694819,5,0.134,1,0.346
824205,2026-04-19T18:10:00Z,STL @ HOU,HOU,STL,Mike Burrows,Matthew Liberatore,681347,669461,4,,9,0.208
823718,2026-04-19T18:10:00Z,CIN @ MIN,MIN,CIN,Bailey Ober,Brady Singer,641927,663903,8,0.259,11,0.385
824691,2026-04-19T18:20:00Z,NYM @ CHC,CHC,NYM,Javier Assad,Tobias Myers,665871,668964,10,0.358,10,0.447
824371,2026-04-19T19:10:00Z,LAD @ COL,COL,LAD,Michael Lorenzen,Roki Sasaki,547179,808963,10,0.331,1,
825018,2026-04-19T20:05:00Z,CWS @ ATH,ATH,CWS,Jeffrey Springs,Noah Schultz,605488,702273,9,0.424,0,
824047,2026-04-19T20:07:00Z,SD @ LAA,LAA,SD,Reid Detmers,Michael King,672282,650633,10,0.429,10,0.413
823150,2026-04-19T20:10:00Z,TEX @ SEA,SEA,TEX,Bryan Woo,MacKenzie Gore,693433,669022,12,0.261,10,0.243
825100,2026-04-19T20:10:00Z,TOR @ AZ,AZ,TOR,Ryne Nelson,Kevin Gausman,669194,592332,8,0.336,7,0.225
824777,2026-04-19T20:35:00Z,DET @ BOS,BOS,DET,Garrett Crochet,Framber Valdez,676979,664285,8,0.291,8,0.268
823475,2026-04-19T23:20:00Z,ATL @ PHI,PHI,ATL,Andrew Painter,Grant Holmes,691725,656550,8,,9,0.343
