date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/12,,vs,ND,3.0,3,1,1,1,1,3,46
7/7,,vs,W 1-0,7.0,3,1,1,1,0,10,101
7/1,,@,W 1-0,5.0,4,1,1,0,3,11,97
6/26,,vs,ND,7.0,3,2,2,0,3,7,99
6/20,,@,W 1-0,5.0,3,2,2,1,2,4,91
6/14,,vs,ND,6.2,5,4,4,2,1,7,101
6/9,,@,L 0-1,4.1,7,5,5,3,3,3,89
6/3,,vs,L 0-1,4.2,7,4,4,0,5,5,104
5/29,,@,ND,4.0,5,4,4,1,2,6,87
5/23,,@,W 1-0,5.0,3,1,1,0,2,7,73
5/5,,@,W 1-0,6.0,4,2,2,0,2,8,96
4/29,,vs,ND,7.0,4,2,2,1,2,7,114
4/24,,@,L 0-1,6.1,7,6,6,4,3,3,93
4/18,,vs,ND,6.0,5,2,2,0,2,5,99
4/12,,@,W 1-0,5.0,5,1,1,0,4,7,106
4/7,,vs,W 1-0,6.1,6,1,1,0,0,10,104
4/2,,@,W 1-0,6.0,5,0,0,0,1,3,100
3/28,,@,ND,4.1,3,1,1,0,3,9,92
