date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
8/23,,@,ND,1.1,0,0,0,0,0,1,20
8/18,,@,L 0-1,6.2,6,2,2,1,1,3,76
8/12,,vs,W 1-0,6.0,4,1,1,1,0,7,93
8/7,,@,ND,6.0,3,0,0,0,2,9,92
8/1,,@,ND,5.2,5,5,5,1,2,9,99
7/27,,vs,W 1-0,6.0,3,0,0,0,2,3,88
7/21,,@,L 0-1,5.0,5,3,3,1,1,4,91
7/11,,vs,W 1-0,7.0,5,1,1,0,3,4,104
7/5,,@,ND,4.1,8,4,3,0,0,5,75
6/29,,@,L 0-1,4.1,4,4,4,1,3,3,85
6/24,,vs,ND,5.2,2,0,0,0,2,4,70
5/26,,vs,L 0-1,5.0,3,3,3,1,3,3,81
5/20,,@,L 0-1,5.0,8,6,6,1,0,6,79
5/15,,@,L 0-1,5.0,10,5,5,1,1,6,90
5/10,,vs,ND,5.2,5,4,4,2,2,8,97
5/3,,@,ND,5.1,4,0,0,0,1,5,92
4/28,,@,L 0-1,5.0,6,5,5,0,3,3,82
4/22,,vs,W 1-0,7.0,3,0,0,0,2,5,91
4/15,,@,L 0-1,4.0,8,8,8,4,5,6,89
4/8,,vs,ND,5.2,3,0,0,0,4,6,94
4/3,,vs,L 0-1,5.0,8,5,5,2,2,4,91
3/28,,vs,L 0-1,4.0,5,2,2,0,1,5,80
